date,D,Oth,R,total,D_cum,R_cum,Oth_cum,total_cum
1843-10-20,0,0,0,0,6,3,3,12
1843-10-21,0,0,0,0,6,3,3,12
1843-10-22,0,0,0,0,6,3,3,12
1843-10-23,0,0,0,0,6,3,3,12
1843-10-24,0,0,0,0,6,3,3,12
1843-10-25,0,0,0,0,6,3,3,12
1843-10-26,0,0,0,0,6,3,3,12
1843-10-27,0,0,0,0,6,3,3,12
1843-10-28,0,0,0,0,6,3,3,12
1843-10-29,0,0,0,0,6,3,3,12
1843-10-30,0,0,0,0,6,3,3,12
1843-10-31,0,0,0,0,6,3,3,12
1843-11-01,0,0,0,0,6,3,3,12
1843-11-02,0,0,0,0,6,3,3,12
1843-11-03,0,0,0,0,6,3,3,12
1843-11-04,0,0,0,0,6,3,3,12
1843-11-05,0,0,0,0,6,3,3,12
1843-11-06,0,0,0,0,6,3,3,12
1843-11-07,0,0,0,0,6,3,3,12
1843-11-08,0,0,0,0,6,3,3,12
1843-11-09,0,0,0,0,6,3,3,12
1843-11-10,0,0,0,0,6,3,3,12
1843-11-11,0,0,0,0,6,3,3,12
1843-11-12,0,0,0,0,6,3,3,12
1843-11-13,0,0,0,0,6,3,3,12
1843-11-14,0,0,0,0,6,3,3,12
1843-11-15,0,0,0,0,6,3,3,12
1843-11-16,0,0,0,0,6,3,3,12
1843-11-17,0,0,0,0,6,3,3,12
1843-11-18,0,0,0,0,6,3,3,12
1843-11-19,0,0,0,0,6,3,3,12
1843-11-20,0,0,0,0,6,3,3,12
1843-11-21,0,0,0,0,6,3,3,12
1843-11-22,0,0,0,0,6,3,3,12
1843-11-23,0,0,0,0,6,3,3,12
1843-11-24,0,0,0,0,6,3,3,12
1843-11-25,0,0,0,0,6,3,3,12
1843-11-26,0,0,0,0,6,3,3,12
1843-11-27,0,0,0,0,6,3,3,12
1843-11-28,0,0,0,0,6,3,3,12
1843-11-29,0,0,0,0,6,3,3,12
1843-11-30,0,0,0,0,6,3,3,12
1843-12-01,0,0,0,0,6,3,3,12
1843-12-02,0,0,0,0,6,3,3,12
1843-12-03,0,0,0,0,6,3,3,12
1843-12-04,0,0,0,0,6,3,3,12
1843-12-05,0,0,0,0,6,3,3,12
1843-12-06,0,0,0,0,6,3,3,12
1843-12-07,0,0,0,0,6,3,3,12
1843-12-08,0,0,0,0,6,3,3,12
1843-12-09,0,0,0,0,6,3,3,12
1843-12-10,0,0,0,0,6,3,3,12
1843-12-11,0,0,0,0,6,3,3,12
1843-12-12,0,0,0,0,6,3,3,12
1843-12-13,0,0,0,0,6,3,3,12
1843-12-14,0,0,0,0,6,3,3,12
1843-12-15,0,0,0,0,6,3,3,12
1843-12-16,0,0,0,0,6,3,3,12
1843-12-17,0,0,0,0,6,3,3,12
1843-12-18,0,0,0,0,6,3,3,12
1843-12-19,0,0,0,0,6,3,3,12
1843-12-20,0,0,0,0,6,3,3,12
1843-12-21,0,0,0,0,6,3,3,12
1843-12-22,0,0,0,0,6,3,3,12
1843-12-23,0,0,0,0,6,3,3,12
1843-12-24,0,0,0,0,6,3,3,12
1843-12-25,0,0,0,0,6,3,3,12
1843-12-26,0,0,0,0,6,3,3,12
1843-12-27,0,0,0,0,6,3,3,12
1843-12-28,0,0,0,0,6,3,3,12
1843-12-29,0,0,0,0,6,3,3,12
1843-12-30,0,0,0,0,6,3,3,12
1843-12-31,0,0,0,0,6,3,3,12
1844-01-01,0,0,0,0,6,3,3,12
1844-01-02,0,0,0,0,6,3,3,12
1844-01-03,0,0,0,0,6,3,3,12
1844-01-04,0,0,0,0,6,3,3,12
1844-01-05,0,0,0,0,6,3,3,12
1844-01-06,0,0,0,0,6,3,3,12
1844-01-07,0,0,0,0,6,3,3,12
1844-01-08,0,0,0,0,6,3,3,12
1844-01-09,0,0,0,0,6,3,3,12
1844-01-10,0,0,0,0,6,3,3,12
1844-01-11,0,0,0,0,6,3,3,12
1844-01-12,0,0,0,0,6,3,3,12
1844-01-13,0,0,0,0,6,3,3,12
1844-01-14,0,0,0,0,6,3,3,12
1844-01-15,0,0,0,0,6,3,3,12
1844-01-16,0,0,0,0,6,3,3,12
1844-01-17,0,0,0,0,6,3,3,12
1844-01-18,0,0,0,0,6,3,3,12
1844-01-19,0,0,0,0,6,3,3,12
1844-01-20,0,0,0,0,6,3,3,12
1844-01-21,0,0,0,0,6,3,3,12
1844-01-22,0,0,0,0,6,3,3,12
1844-01-23,0,0,0,0,6,3,3,12
1844-01-24,0,0,0,0,6,3,3,12
1844-01-25,0,0,0,0,6,3,3,12
1844-01-26,0,0,0,0,6,3,3,12
1844-01-27,0,0,0,0,6,3,3,12
1844-01-28,0,0,0,0,6,3,3,12
1844-01-29,0,0,0,0,6,3,3,12
1844-01-30,0,0,0,0,6,3,3,12
1844-01-31,0,0,0,0,6,3,3,12
1844-02-01,0,0,0,0,6,3,3,12
1844-02-02,0,0,0,0,6,3,3,12
1844-02-03,0,0,0,0,6,3,3,12
1844-02-04,0,0,0,0,6,3,3,12
1844-02-05,0,0,0,0,6,3,3,12
1844-02-06,0,0,0,0,6,3,3,12
1844-02-07,0,0,0,0,6,3,3,12
1844-02-08,0,0,0,0,6,3,3,12
1844-02-09,0,0,0,0,6,3,3,12
1844-02-10,0,0,0,0,6,3,3,12
1844-02-11,0,0,0,0,6,3,3,12
1844-02-12,0,0,0,0,6,3,3,12
1844-02-13,0,0,0,0,6,3,3,12
1844-02-14,0,0,0,0,6,3,3,12
1844-02-15,0,0,0,0,6,3,3,12
1844-02-16,0,0,0,0,6,3,3,12
1844-02-17,0,0,0,0,6,3,3,12
1844-02-18,0,0,0,0,6,3,3,12
1844-02-19,0,0,0,0,6,3,3,12
1844-02-20,0,0,0,0,6,3,3,12
1844-02-21,0,0,0,0,6,3,3,12
1844-02-22,0,0,0,0,6,3,3,12
1844-02-23,0,0,0,0,6,3,3,12
1844-02-24,0,0,0,0,6,3,3,12
1844-02-25,0,0,0,0,6,3,3,12
1844-02-26,0,0,0,0,6,3,3,12
1844-02-27,0,0,0,0,6,3,3,12
1844-02-28,0,0,0,0,6,3,3,12
1844-02-29,0,0,0,0,6,3,3,12
1844-03-01,0,0,0,0,6,3,3,12
1844-03-02,0,0,0,0,6,3,3,12
1844-03-03,0,0,0,0,6,3,3,12
1844-03-04,0,0,0,0,6,3,3,12
1844-03-05,0,0,0,0,6,3,3,12
1844-03-06,0,0,0,0,6,3,3,12
1844-03-07,0,0,0,0,6,3,3,12
1844-03-08,0,0,0,0,6,3,3,12
1844-03-09,0,0,0,0,6,3,3,12
1844-03-10,0,0,0,0,6,3,3,12
1844-03-11,0,0,0,0,6,3,3,12
1844-03-12,0,0,0,0,6,3,3,12
1844-03-13,0,0,0,0,6,3,3,12
1844-03-14,0,0,0,0,6,3,3,12
1844-03-15,0,0,0,0,6,3,3,12
1844-03-16,0,0,0,0,6,3,3,12
1844-03-17,0,0,0,0,6,3,3,12
1844-03-18,0,0,0,0,6,3,3,12
1844-03-19,0,0,0,0,6,3,3,12
1844-03-20,0,0,0,0,6,3,3,12
1844-03-21,0,0,0,0,6,3,3,12
1844-03-22,0,0,0,0,6,3,3,12
1844-03-23,0,0,0,0,6,3,3,12
1844-03-24,0,0,0,0,6,3,3,12
1844-03-25,0,0,0,0,6,3,3,12
1844-03-26,0,0,0,0,6,3,3,12
1844-03-27,0,0,0,0,6,3,3,12
1844-03-28,0,0,0,0,6,3,3,12
1844-03-29,0,0,0,0,6,3,3,12
1844-03-30,0,0,0,0,6,3,3,12
1844-03-31,0,0,0,0,6,3,3,12
1844-04-01,0,0,0,0,6,3,3,12
1844-04-02,0,0,0,0,6,3,3,12
1844-04-03,0,0,0,0,6,3,3,12
1844-04-04,0,0,0,0,6,3,3,12
1844-04-05,0,0,0,0,6,3,3,12
1844-04-06,0,0,0,0,6,3,3,12
1844-04-07,0,0,0,0,6,3,3,12
1844-04-08,0,0,0,0,6,3,3,12
1844-04-09,0,0,0,0,6,3,3,12
1844-04-10,0,0,0,0,6,3,3,12
1844-04-11,0,0,0,0,6,3,3,12
1844-04-12,0,0,0,0,6,3,3,12
1844-04-13,0,0,0,0,6,3,3,12
1844-04-14,0,0,0,0,6,3,3,12
1844-04-15,0,0,0,0,6,3,3,12
1844-04-16,0,0,0,0,6,3,3,12
1844-04-17,0,0,0,0,6,3,3,12
1844-04-18,0,0,0,0,6,3,3,12
1844-04-19,0,0,0,0,6,3,3,12
1844-04-20,0,0,0,0,6,3,3,12
1844-04-21,0,0,0,0,6,3,3,12
1844-04-22,0,0,0,0,6,3,3,12
1844-04-23,0,0,0,0,6,3,3,12
1844-04-24,0,0,0,0,6,3,3,12
1844-04-25,0,0,0,0,6,3,3,12
1844-04-26,0,0,0,0,6,3,3,12
1844-04-27,0,0,0,0,6,3,3,12
1844-04-28,0,0,0,0,6,3,3,12
1844-04-29,0,0,0,0,6,3,3,12
1844-04-30,0,0,0,0,6,3,3,12
1844-05-01,0,0,0,0,6,3,3,12
1844-05-02,0,0,0,0,6,3,3,12
1844-05-03,0,0,0,0,6,3,3,12
1844-05-04,0,0,0,0,6,3,3,12
1844-05-05,0,0,0,0,6,3,3,12
1844-05-06,0,0,0,0,6,3,3,12
1844-05-07,0,0,0,0,6,3,3,12
1844-05-08,0,0,0,0,6,3,3,12
1844-05-09,0,0,0,0,6,3,3,12
1844-05-10,0,0,0,0,6,3,3,12
1844-05-11,0,0,0,0,6,3,3,12
1844-05-12,0,0,0,0,6,3,3,12
1844-05-13,0,0,0,0,6,3,3,12
1844-05-14,0,0,0,0,6,3,3,12
1844-05-15,0,0,0,0,6,3,3,12
1844-05-16,0,0,0,0,6,3,3,12
1844-05-17,0,0,0,0,6,3,3,12
1844-05-18,0,0,0,0,6,3,3,12
1844-05-19,0,0,0,0,6,3,3,12
1844-05-20,0,0,0,0,6,3,3,12
1844-05-21,0,0,0,0,6,3,3,12
1844-05-22,0,0,0,0,6,3,3,12
1844-05-23,0,0,0,0,6,3,3,12
1844-05-24,0,0,0,0,6,3,3,12
1844-05-25,0,0,0,0,6,3,3,12
1844-05-26,0,0,0,0,6,3,3,12
1844-05-27,0,0,0,0,6,3,3,12
1844-05-28,0,0,0,0,6,3,3,12
1844-05-29,0,0,0,0,6,3,3,12
1844-05-30,0,0,0,0,6,3,3,12
1844-05-31,0,0,0,0,6,3,3,12
1844-06-01,0,0,0,0,6,3,3,12
1844-06-02,0,0,0,0,6,3,3,12
1844-06-03,0,0,0,0,6,3,3,12
1844-06-04,0,0,0,0,6,3,3,12
1844-06-05,0,0,0,0,6,3,3,12
1844-06-06,0,0,0,0,6,3,3,12
1844-06-07,0,0,0,0,6,3,3,12
1844-06-08,0,0,0,0,6,3,3,12
1844-06-09,0,0,0,0,6,3,3,12
1844-06-10,0,0,0,0,6,3,3,12
1844-06-11,0,0,0,0,6,3,3,12
1844-06-12,0,0,0,0,6,3,3,12
1844-06-13,0,0,0,0,6,3,3,12
1844-06-14,0,0,0,0,6,3,3,12
1844-06-15,0,0,0,0,6,3,3,12
1844-06-16,0,0,0,0,6,3,3,12
1844-06-17,0,0,0,0,6,3,3,12
1844-06-18,0,0,0,0,6,3,3,12
1844-06-19,0,0,0,0,6,3,3,12
1844-06-20,0,0,0,0,6,3,3,12
1844-06-21,0,0,0,0,6,3,3,12
1844-06-22,0,0,0,0,6,3,3,12
1844-06-23,0,0,0,0,6,3,3,12
1844-06-24,0,0,0,0,6,3,3,12
1844-06-25,0,0,0,0,6,3,3,12
1844-06-26,0,0,0,0,6,3,3,12
1844-06-27,0,0,0,0,6,3,3,12
1844-06-28,0,0,0,0,6,3,3,12
1844-06-29,0,0,0,0,6,3,3,12
1844-06-30,0,0,0,0,6,3,3,12
1844-07-01,0,0,0,0,6,3,3,12
1844-07-02,0,0,0,0,6,3,3,12
1844-07-03,0,0,0,0,6,3,3,12
1844-07-04,0,0,0,0,6,3,3,12
1844-07-05,0,0,0,0,6,3,3,12
1844-07-06,0,0,0,0,6,3,3,12
1844-07-07,0,0,0,0,6,3,3,12
1844-07-08,0,0,0,0,6,3,3,12
1844-07-09,0,0,0,0,6,3,3,12
1844-07-10,0,0,0,0,6,3,3,12
1844-07-11,0,0,0,0,6,3,3,12
1844-07-12,0,0,0,0,6,3,3,12
1844-07-13,0,0,0,0,6,3,3,12
1844-07-14,0,0,0,0,6,3,3,12
1844-07-15,0,0,0,0,6,3,3,12
1844-07-16,0,0,0,0,6,3,3,12
1844-07-17,0,0,0,0,6,3,3,12
1844-07-18,0,0,0,0,6,3,3,12
1844-07-19,0,0,0,0,6,3,3,12
1844-07-20,0,0,0,0,6,3,3,12
1844-07-21,0,0,0,0,6,3,3,12
1844-07-22,0,0,0,0,6,3,3,12
1844-07-23,0,0,0,0,6,3,3,12
1844-07-24,0,0,0,0,6,3,3,12
1844-07-25,0,0,0,0,6,3,3,12
1844-07-26,0,0,0,0,6,3,3,12
1844-07-27,0,0,0,0,6,3,3,12
1844-07-28,0,0,0,0,6,3,3,12
1844-07-29,0,0,0,0,6,3,3,12
1844-07-30,0,0,0,0,6,3,3,12
1844-07-31,0,0,0,0,6,3,3,12
1844-08-01,0,0,0,0,6,3,3,12
1844-08-02,0,0,0,0,6,3,3,12
1844-08-03,0,0,0,0,6,3,3,12
1844-08-04,0,0,0,0,6,3,3,12
1844-08-05,0,0,0,0,6,3,3,12
1844-08-06,0,0,0,0,6,3,3,12
1844-08-07,0,0,0,0,6,3,3,12
1844-08-08,0,0,0,0,6,3,3,12
1844-08-09,0,0,0,0,6,3,3,12
1844-08-10,0,0,0,0,6,3,3,12
1844-08-11,0,0,0,0,6,3,3,12
1844-08-12,0,0,0,0,6,3,3,12
1844-08-13,0,0,0,0,6,3,3,12
1844-08-14,0,0,0,0,6,3,3,12
1844-08-15,0,0,0,0,6,3,3,12
1844-08-16,0,0,0,0,6,3,3,12
1844-08-17,0,0,0,0,6,3,3,12
1844-08-18,0,0,0,0,6,3,3,12
1844-08-19,0,0,0,0,6,3,3,12
1844-08-20,0,0,0,0,6,3,3,12
1844-08-21,0,0,0,0,6,3,3,12
1844-08-22,0,0,0,0,6,3,3,12
1844-08-23,0,0,0,0,6,3,3,12
1844-08-24,0,0,0,0,6,3,3,12
1844-08-25,0,0,0,0,6,3,3,12
1844-08-26,0,0,0,0,6,3,3,12
1844-08-27,0,0,0,0,6,3,3,12
1844-08-28,0,0,0,0,6,3,3,12
1844-08-29,0,0,0,0,6,3,3,12
1844-08-30,0,0,0,0,6,3,3,12
1844-08-31,0,0,0,0,6,3,3,12
1844-09-01,0,0,0,0,6,3,3,12
1844-09-02,0,0,0,0,6,3,3,12
1844-09-03,0,0,0,0,6,3,3,12
1844-09-04,0,0,0,0,6,3,3,12
1844-09-05,0,0,0,0,6,3,3,12
1844-09-06,0,0,0,0,6,3,3,12
1844-09-07,0,0,0,0,6,3,3,12
1844-09-08,0,0,0,0,6,3,3,12
1844-09-09,0,0,0,0,6,3,3,12
1844-09-10,0,0,0,0,6,3,3,12
1844-09-11,0,0,0,0,6,3,3,12
1844-09-12,0,0,0,0,6,3,3,12
1844-09-13,0,0,0,0,6,3,3,12
1844-09-14,0,0,0,0,6,3,3,12
1844-09-15,0,0,0,0,6,3,3,12
1844-09-16,0,0,0,0,6,3,3,12
1844-09-17,0,0,0,0,6,3,3,12
1844-09-18,0,0,0,0,6,3,3,12
1844-09-19,0,0,0,0,6,3,3,12
1844-09-20,0,0,0,0,6,3,3,12
1844-09-21,0,0,0,0,6,3,3,12
1844-09-22,0,0,0,0,6,3,3,12
1844-09-23,0,0,0,0,6,3,3,12
1844-09-24,0,0,0,0,6,3,3,12
1844-09-25,0,0,0,0,6,3,3,12
1844-09-26,0,0,0,0,6,3,3,12
1844-09-27,0,0,0,0,6,3,3,12
1844-09-28,0,0,0,0,6,3,3,12
1844-09-29,0,0,0,0,6,3,3,12
1844-09-30,0,0,0,0,6,3,3,12
1844-10-01,0,0,0,0,6,3,3,12
1844-10-02,0,0,0,0,6,3,3,12
1844-10-03,0,0,0,0,6,3,3,12
1844-10-04,0,0,0,0,6,3,3,12
1844-10-05,0,0,0,0,6,3,3,12
1844-10-06,0,0,0,0,6,3,3,12
1844-10-07,0,0,0,0,6,3,3,12
1844-10-08,0,0,0,0,6,3,3,12
1844-10-09,0,0,0,0,6,3,3,12
1844-10-10,0,0,0,0,6,3,3,12
1844-10-11,0,0,0,0,6,3,3,12
1844-10-12,0,0,0,0,6,3,3,12
1844-10-13,0,0,0,0,6,3,3,12
1844-10-14,0,0,0,0,6,3,3,12
1844-10-15,0,0,0,0,6,3,3,12
1844-10-16,0,0,0,0,6,3,3,12
1844-10-17,0,0,0,0,6,3,3,12
1844-10-18,0,0,0,0,6,3,3,12
1844-10-19,0,0,0,0,6,3,3,12
1844-10-20,0,0,0,0,6,3,3,12
1844-10-21,0,0,0,0,6,3,3,12
1844-10-22,0,0,0,0,6,3,3,12
1844-10-23,0,0,0,0,6,3,3,12
1844-10-24,0,0,0,0,6,3,3,12
1844-10-25,0,0,0,0,6,3,3,12
1844-10-26,0,0,0,0,6,3,3,12
1844-10-27,0,0,0,0,6,3,3,12
1844-10-28,0,0,0,0,6,3,3,12
1844-10-29,0,0,0,0,6,3,3,12
1844-10-30,0,0,0,0,6,3,3,12
1844-10-31,0,0,0,0,6,3,3,12
1844-11-01,0,0,0,0,6,3,3,12
1844-11-02,0,0,0,0,6,3,3,12
1844-11-03,0,0,0,0,6,3,3,12
1844-11-04,0,0,0,0,6,3,3,12
1844-11-05,0,0,0,0,6,3,3,12
1844-11-06,0,0,0,0,6,3,3,12
1844-11-07,0,0,0,0,6,3,3,12
1844-11-08,0,0,0,0,6,3,3,12
1844-11-09,0,0,0,0,6,3,3,12
1844-11-10,0,0,0,0,6,3,3,12
1844-11-11,0,0,0,0,6,3,3,12
1844-11-12,0,0,0,0,6,3,3,12
1844-11-13,0,0,0,0,6,3,3,12
1844-11-14,0,0,0,0,6,3,3,12
1844-11-15,0,0,0,0,6,3,3,12
1844-11-16,0,0,0,0,6,3,3,12
1844-11-17,0,0,0,0,6,3,3,12
1844-11-18,0,0,0,0,6,3,3,12
1844-11-19,0,0,0,0,6,3,3,12
1844-11-20,0,0,0,0,6,3,3,12
1844-11-21,0,0,0,0,6,3,3,12
1844-11-22,0,0,0,0,6,3,3,12
1844-11-23,0,0,0,0,6,3,3,12
1844-11-24,0,0,0,0,6,3,3,12
1844-11-25,0,0,0,0,6,3,3,12
1844-11-26,0,0,0,0,6,3,3,12
1844-11-27,0,0,0,0,6,3,3,12
1844-11-28,0,0,0,0,6,3,3,12
1844-11-29,0,0,0,0,6,3,3,12
1844-11-30,0,0,0,0,6,3,3,12
1844-12-01,0,0,0,0,6,3,3,12
1844-12-02,0,0,0,0,6,3,3,12
1844-12-03,0,0,0,0,6,3,3,12
1844-12-04,0,0,0,0,6,3,3,12
1844-12-05,0,0,0,0,6,3,3,12
1844-12-06,0,0,0,0,6,3,3,12
1844-12-07,0,0,0,0,6,3,3,12
1844-12-08,0,0,0,0,6,3,3,12
1844-12-09,0,0,0,0,6,3,3,12
1844-12-10,0,0,0,0,6,3,3,12
1844-12-11,0,0,0,0,6,3,3,12
1844-12-12,0,0,0,0,6,3,3,12
1844-12-13,0,0,0,0,6,3,3,12
1844-12-14,0,0,0,0,6,3,3,12
1844-12-15,0,0,0,0,6,3,3,12
1844-12-16,0,0,0,0,6,3,3,12
1844-12-17,0,0,0,0,6,3,3,12
1844-12-18,0,0,0,0,6,3,3,12
1844-12-19,0,0,0,0,6,3,3,12
1844-12-20,0,0,0,0,6,3,3,12
1844-12-21,0,0,0,0,6,3,3,12
1844-12-22,0,0,0,0,6,3,3,12
1844-12-23,0,0,0,0,6,3,3,12
1844-12-24,0,0,0,0,6,3,3,12
1844-12-25,0,0,0,0,6,3,3,12
1844-12-26,0,0,0,0,6,3,3,12
1844-12-27,0,0,0,0,6,3,3,12
1844-12-28,0,0,0,0,6,3,3,12
1844-12-29,0,0,0,0,6,3,3,12
1844-12-30,0,0,0,0,6,3,3,12
1844-12-31,0,0,0,0,6,3,3,12
1845-01-01,0,0,0,0,6,3,3,12
1845-01-02,0,0,0,0,6,3,3,12
1845-01-03,0,0,0,0,6,3,3,12
1845-01-04,0,0,0,0,6,3,3,12
1845-01-05,0,0,0,0,6,3,3,12
1845-01-06,0,0,0,0,6,3,3,12
1845-01-07,0,0,0,0,6,3,3,12
1845-01-08,0,0,0,0,6,3,3,12
1845-01-09,0,0,0,0,6,3,3,12
1845-01-10,0,0,0,0,6,3,3,12
1845-01-11,0,0,0,0,6,3,3,12
1845-01-12,0,0,0,0,6,3,3,12
1845-01-13,0,0,0,0,6,3,3,12
1845-01-14,0,0,0,0,6,3,3,12
1845-01-15,0,0,0,0,6,3,3,12
1845-01-16,0,0,0,0,6,3,3,12
1845-01-17,0,0,0,0,6,3,3,12
1845-01-18,0,0,0,0,6,3,3,12
1845-01-19,0,0,0,0,6,3,3,12
1845-01-20,0,0,0,0,6,3,3,12
1845-01-21,0,0,0,0,6,3,3,12
1845-01-22,0,0,0,0,6,3,3,12
1845-01-23,0,0,0,0,6,3,3,12
1845-01-24,0,0,0,0,6,3,3,12
1845-01-25,0,0,0,0,6,3,3,12
1845-01-26,0,0,0,0,6,3,3,12
1845-01-27,0,0,0,0,6,3,3,12
1845-01-28,0,0,0,0,6,3,3,12
1845-01-29,0,0,0,0,6,3,3,12
1845-01-30,0,0,0,0,6,3,3,12
1845-01-31,0,0,0,0,6,3,3,12
1845-02-01,0,0,0,0,6,3,3,12
1845-02-02,0,0,0,0,6,3,3,12
1845-02-03,0,0,0,0,6,3,3,12
1845-02-04,0,0,0,0,6,3,3,12
1845-02-05,0,0,0,0,6,3,3,12
1845-02-06,0,0,0,0,6,3,3,12
1845-02-07,0,0,0,0,6,3,3,12
1845-02-08,0,0,0,0,6,3,3,12
1845-02-09,0,0,0,0,6,3,3,12
1845-02-10,0,0,0,0,6,3,3,12
1845-02-11,0,0,0,0,6,3,3,12
1845-02-12,0,0,0,0,6,3,3,12
1845-02-13,0,0,0,0,6,3,3,12
1845-02-14,0,0,0,0,6,3,3,12
1845-02-15,0,0,0,0,6,3,3,12
1845-02-16,0,0,0,0,6,3,3,12
1845-02-17,0,0,0,0,6,3,3,12
1845-02-18,0,0,0,0,6,3,3,12
1845-02-19,0,0,0,0,6,3,3,12
1845-02-20,0,0,0,0,6,3,3,12
1845-02-21,0,0,0,0,6,3,3,12
1845-02-22,0,0,0,0,6,3,3,12
1845-02-23,0,0,0,0,6,3,3,12
1845-02-24,0,0,0,0,6,3,3,12
1845-02-25,0,0,0,0,6,3,3,12
1845-02-26,0,0,0,0,6,3,3,12
1845-02-27,0,0,0,0,6,3,3,12
1845-02-28,0,0,0,0,6,3,3,12
1845-03-01,0,0,0,0,6,3,3,12
1845-03-02,0,0,0,0,6,3,3,12
1845-03-03,0,0,0,0,6,3,3,12
1845-03-04,0,0,0,0,6,3,3,12
1845-03-05,0,0,0,0,6,3,3,12
1845-03-06,0,0,0,0,6,3,3,12
1845-03-07,0,0,0,0,6,3,3,12
1845-03-08,0,0,0,0,6,3,3,12
1845-03-09,0,0,0,0,6,3,3,12
1845-03-10,0,0,0,0,6,3,3,12
1845-03-11,0,0,0,0,6,3,3,12
1845-03-12,0,0,0,0,6,3,3,12
1845-03-13,0,0,0,0,6,3,3,12
1845-03-14,0,0,0,0,6,3,3,12
1845-03-15,0,0,0,0,6,3,3,12
1845-03-16,0,0,0,0,6,3,3,12
1845-03-17,0,0,0,0,6,3,3,12
1845-03-18,0,0,0,0,6,3,3,12
1845-03-19,0,0,0,0,6,3,3,12
1845-03-20,0,0,0,0,6,3,3,12
1845-03-21,0,0,0,0,6,3,3,12
1845-03-22,0,0,0,0,6,3,3,12
1845-03-23,0,0,0,0,6,3,3,12
1845-03-24,0,0,0,0,6,3,3,12
1845-03-25,0,0,0,0,6,3,3,12
1845-03-26,0,0,0,0,6,3,3,12
1845-03-27,0,0,0,0,6,3,3,12
1845-03-28,0,0,0,0,6,3,3,12
1845-03-29,0,0,0,0,6,3,3,12
1845-03-30,0,0,0,0,6,3,3,12
1845-03-31,0,0,0,0,6,3,3,12
1845-04-01,0,0,0,0,6,3,3,12
1845-04-02,0,0,0,0,6,3,3,12
1845-04-03,0,0,0,0,6,3,3,12
1845-04-04,0,0,0,0,6,3,3,12
1845-04-05,0,0,0,0,6,3,3,12
1845-04-06,0,0,0,0,6,3,3,12
1845-04-07,0,0,0,0,6,3,3,12
1845-04-08,0,0,0,0,6,3,3,12
1845-04-09,0,0,0,0,6,3,3,12
1845-04-10,0,0,0,0,6,3,3,12
1845-04-11,0,0,0,0,6,3,3,12
1845-04-12,0,0,0,0,6,3,3,12
1845-04-13,0,0,0,0,6,3,3,12
1845-04-14,0,0,0,0,6,3,3,12
1845-04-15,0,0,0,0,6,3,3,12
1845-04-16,0,0,0,0,6,3,3,12
1845-04-17,0,0,0,0,6,3,3,12
1845-04-18,0,0,0,0,6,3,3,12
1845-04-19,0,0,0,0,6,3,3,12
1845-04-20,0,0,0,0,6,3,3,12
1845-04-21,0,0,0,0,6,3,3,12
1845-04-22,0,0,0,0,6,3,3,12
1845-04-23,0,0,0,0,6,3,3,12
1845-04-24,0,0,0,0,6,3,3,12
1845-04-25,0,0,0,0,6,3,3,12
1845-04-26,0,0,0,0,6,3,3,12
1845-04-27,0,0,0,0,6,3,3,12
1845-04-28,0,0,0,0,6,3,3,12
1845-04-29,0,0,0,0,6,3,3,12
1845-04-30,0,0,0,0,6,3,3,12
1845-05-01,0,0,0,0,6,3,3,12
1845-05-02,0,0,0,0,6,3,3,12
1845-05-03,0,0,0,0,6,3,3,12
1845-05-04,0,0,0,0,6,3,3,12
1845-05-05,0,0,0,0,6,3,3,12
1845-05-06,0,0,0,0,6,3,3,12
1845-05-07,0,0,0,0,6,3,3,12
1845-05-08,0,0,0,0,6,3,3,12
1845-05-09,0,0,0,0,6,3,3,12
1845-05-10,0,0,0,0,6,3,3,12
1845-05-11,0,0,0,0,6,3,3,12
1845-05-12,0,0,0,0,6,3,3,12
1845-05-13,0,0,0,0,6,3,3,12
1845-05-14,0,0,0,0,6,3,3,12
1845-05-15,0,0,0,0,6,3,3,12
1845-05-16,0,0,0,0,6,3,3,12
1845-05-17,0,0,0,0,6,3,3,12
1845-05-18,0,0,0,0,6,3,3,12
1845-05-19,0,0,0,0,6,3,3,12
1845-05-20,0,0,0,0,6,3,3,12
1845-05-21,0,0,0,0,6,3,3,12
1845-05-22,0,0,0,0,6,3,3,12
1845-05-23,0,0,0,0,6,3,3,12
1845-05-24,0,0,0,0,6,3,3,12
1845-05-25,0,0,0,0,6,3,3,12
1845-05-26,0,0,0,0,6,3,3,12
1845-05-27,0,0,0,0,6,3,3,12
1845-05-28,0,0,0,0,6,3,3,12
1845-05-29,0,0,0,0,6,3,3,12
1845-05-30,0,0,0,0,6,3,3,12
1845-05-31,0,0,0,0,6,3,3,12
1845-06-01,0,0,0,0,6,3,3,12
1845-06-02,0,0,0,0,6,3,3,12
1845-06-03,0,0,0,0,6,3,3,12
1845-06-04,0,0,0,0,6,3,3,12
1845-06-05,0,0,0,0,6,3,3,12
1845-06-06,0,0,0,0,6,3,3,12
1845-06-07,0,0,0,0,6,3,3,12
1845-06-08,0,0,0,0,6,3,3,12
1845-06-09,0,0,0,0,6,3,3,12
1845-06-10,0,0,0,0,6,3,3,12
1845-06-11,0,0,0,0,6,3,3,12
1845-06-12,0,0,0,0,6,3,3,12
1845-06-13,0,0,0,0,6,3,3,12
1845-06-14,0,0,0,0,6,3,3,12
1845-06-15,0,0,0,0,6,3,3,12
1845-06-16,0,0,0,0,6,3,3,12
1845-06-17,0,0,0,0,6,3,3,12
