county,D,R,Oth,total_voters,D_pct,R_pct,Oth_pct,DvR,DvR_pct,avg_age_years,avg_tenure_years,avg_age_years_D,avg_age_years_R,avg_age_years_Oth,avg_tenure_years_D,avg_tenure_years_R,avg_tenure_years_Oth
Bucks,193643,202336,87596,483575,40.04,41.84,18.11,-8693,-1.8,52.6,20.4,52.8,54.7,47.2,20.9,22.3,15.1
