week,D,Oth,R,total,D_cum,R_cum,Oth_cum,total_cum
1800-01-06,6,3,3,12,6,3,3,12
1800-01-13,0,0,0,0,6,3,3,12
1800-01-20,0,0,0,0,6,3,3,12
1800-01-27,0,0,0,0,6,3,3,12
1800-02-03,0,0,0,0,6,3,3,12
1800-02-10,0,0,0,0,6,3,3,12
1800-02-17,0,0,0,0,6,3,3,12
1800-02-24,0,0,0,0,6,3,3,12
1800-03-03,0,0,0,0,6,3,3,12
1800-03-10,0,0,0,0,6,3,3,12
1800-03-17,0,0,0,0,6,3,3,12
1800-03-24,0,0,0,0,6,3,3,12
1800-03-31,0,0,0,0,6,3,3,12
1800-04-07,0,0,0,0,6,3,3,12
1800-04-14,0,0,0,0,6,3,3,12
1800-04-21,0,0,0,0,6,3,3,12
1800-04-28,0,0,0,0,6,3,3,12
1800-05-05,0,0,0,0,6,3,3,12
1800-05-12,0,0,0,0,6,3,3,12
1800-05-19,0,0,0,0,6,3,3,12
1800-05-26,0,0,0,0,6,3,3,12
1800-06-02,0,0,0,0,6,3,3,12
1800-06-09,0,0,0,0,6,3,3,12
1800-06-16,0,0,0,0,6,3,3,12
1800-06-23,0,0,0,0,6,3,3,12
1800-06-30,0,0,0,0,6,3,3,12
1800-07-07,0,0,0,0,6,3,3,12
1800-07-14,0,0,0,0,6,3,3,12
1800-07-21,0,0,0,0,6,3,3,12
1800-07-28,0,0,0,0,6,3,3,12
1800-08-04,0,0,0,0,6,3,3,12
1800-08-11,0,0,0,0,6,3,3,12
1800-08-18,0,0,0,0,6,3,3,12
1800-08-25,0,0,0,0,6,3,3,12
1800-09-01,0,0,0,0,6,3,3,12
1800-09-08,0,0,0,0,6,3,3,12
1800-09-15,0,0,0,0,6,3,3,12
1800-09-22,0,0,0,0,6,3,3,12
1800-09-29,0,0,0,0,6,3,3,12
1800-10-06,0,0,0,0,6,3,3,12
1800-10-13,0,0,0,0,6,3,3,12
1800-10-20,0,0,0,0,6,3,3,12
1800-10-27,0,0,0,0,6,3,3,12
1800-11-03,0,0,0,0,6,3,3,12
1800-11-10,0,0,0,0,6,3,3,12
1800-11-17,0,0,0,0,6,3,3,12
1800-11-24,0,0,0,0,6,3,3,12
1800-12-01,0,0,0,0,6,3,3,12
1800-12-08,0,0,0,0,6,3,3,12
1800-12-15,0,0,0,0,6,3,3,12
1800-12-22,0,0,0,0,6,3,3,12
1800-12-29,0,0,0,0,6,3,3,12
1801-01-05,0,0,0,0,6,3,3,12
1801-01-12,0,0,0,0,6,3,3,12
1801-01-19,0,0,0,0,6,3,3,12
1801-01-26,0,0,0,0,6,3,3,12
1801-02-02,0,0,0,0,6,3,3,12
1801-02-09,0,0,0,0,6,3,3,12
1801-02-16,0,0,0,0,6,3,3,12
1801-02-23,0,0,0,0,6,3,3,12
1801-03-02,0,0,0,0,6,3,3,12
1801-03-09,0,0,0,0,6,3,3,12
1801-03-16,0,0,0,0,6,3,3,12
1801-03-23,0,0,0,0,6,3,3,12
1801-03-30,0,0,0,0,6,3,3,12
1801-04-06,0,0,0,0,6,3,3,12
1801-04-13,0,0,0,0,6,3,3,12
1801-04-20,0,0,0,0,6,3,3,12
1801-04-27,0,0,0,0,6,3,3,12
1801-05-04,0,0,0,0,6,3,3,12
1801-05-11,0,0,0,0,6,3,3,12
1801-05-18,0,0,0,0,6,3,3,12
1801-05-25,0,0,0,0,6,3,3,12
1801-06-01,0,0,0,0,6,3,3,12
1801-06-08,0,0,0,0,6,3,3,12
1801-06-15,0,0,0,0,6,3,3,12
1801-06-22,0,0,0,0,6,3,3,12
1801-06-29,0,0,0,0,6,3,3,12
1801-07-06,0,0,0,0,6,3,3,12
1801-07-13,0,0,0,0,6,3,3,12
1801-07-20,0,0,0,0,6,3,3,12
1801-07-27,0,0,0,0,6,3,3,12
1801-08-03,0,0,0,0,6,3,3,12
1801-08-10,0,0,0,0,6,3,3,12
1801-08-17,0,0,0,0,6,3,3,12
1801-08-24,0,0,0,0,6,3,3,12
1801-08-31,0,0,0,0,6,3,3,12
1801-09-07,0,0,0,0,6,3,3,12
1801-09-14,0,0,0,0,6,3,3,12
1801-09-21,0,0,0,0,6,3,3,12
1801-09-28,0,0,0,0,6,3,3,12
1801-10-05,0,0,0,0,6,3,3,12
1801-10-12,0,0,0,0,6,3,3,12
1801-10-19,0,0,0,0,6,3,3,12
1801-10-26,0,0,0,0,6,3,3,12
1801-11-02,0,0,0,0,6,3,3,12
1801-11-09,0,0,0,0,6,3,3,12
1801-11-16,0,0,0,0,6,3,3,12
1801-11-23,0,0,0,0,6,3,3,12
1801-11-30,0,0,0,0,6,3,3,12
1801-12-07,0,0,0,0,6,3,3,12
1801-12-14,0,0,0,0,6,3,3,12
1801-12-21,0,0,0,0,6,3,3,12
1801-12-28,0,0,0,0,6,3,3,12
1802-01-04,0,0,0,0,6,3,3,12
1802-01-11,0,0,0,0,6,3,3,12
1802-01-18,0,0,0,0,6,3,3,12
1802-01-25,0,0,0,0,6,3,3,12
1802-02-01,0,0,0,0,6,3,3,12
1802-02-08,0,0,0,0,6,3,3,12
1802-02-15,0,0,0,0,6,3,3,12
1802-02-22,0,0,0,0,6,3,3,12
1802-03-01,0,0,0,0,6,3,3,12
1802-03-08,0,0,0,0,6,3,3,12
1802-03-15,0,0,0,0,6,3,3,12
1802-03-22,0,0,0,0,6,3,3,12
1802-03-29,0,0,0,0,6,3,3,12
1802-04-05,0,0,0,0,6,3,3,12
1802-04-12,0,0,0,0,6,3,3,12
1802-04-19,0,0,0,0,6,3,3,12
1802-04-26,0,0,0,0,6,3,3,12
1802-05-03,0,0,0,0,6,3,3,12
1802-05-10,0,0,0,0,6,3,3,12
1802-05-17,0,0,0,0,6,3,3,12
1802-05-24,0,0,0,0,6,3,3,12
1802-05-31,0,0,0,0,6,3,3,12
1802-06-07,0,0,0,0,6,3,3,12
1802-06-14,0,0,0,0,6,3,3,12
1802-06-21,0,0,0,0,6,3,3,12
1802-06-28,0,0,0,0,6,3,3,12
1802-07-05,0,0,0,0,6,3,3,12
1802-07-12,0,0,0,0,6,3,3,12
1802-07-19,0,0,0,0,6,3,3,12
1802-07-26,0,0,0,0,6,3,3,12
1802-08-02,0,0,0,0,6,3,3,12
1802-08-09,0,0,0,0,6,3,3,12
1802-08-16,0,0,0,0,6,3,3,12
1802-08-23,0,0,0,0,6,3,3,12
1802-08-30,0,0,0,0,6,3,3,12
1802-09-06,0,0,0,0,6,3,3,12
1802-09-13,0,0,0,0,6,3,3,12
1802-09-20,0,0,0,0,6,3,3,12
1802-09-27,0,0,0,0,6,3,3,12
1802-10-04,0,0,0,0,6,3,3,12
1802-10-11,0,0,0,0,6,3,3,12
1802-10-18,0,0,0,0,6,3,3,12
1802-10-25,0,0,0,0,6,3,3,12
1802-11-01,0,0,0,0,6,3,3,12
1802-11-08,0,0,0,0,6,3,3,12
1802-11-15,0,0,0,0,6,3,3,12
1802-11-22,0,0,0,0,6,3,3,12
1802-11-29,0,0,0,0,6,3,3,12
1802-12-06,0,0,0,0,6,3,3,12
1802-12-13,0,0,0,0,6,3,3,12
1802-12-20,0,0,0,0,6,3,3,12
1802-12-27,0,0,0,0,6,3,3,12
1803-01-03,0,0,0,0,6,3,3,12
1803-01-10,0,0,0,0,6,3,3,12
1803-01-17,0,0,0,0,6,3,3,12
1803-01-24,0,0,0,0,6,3,3,12
1803-01-31,0,0,0,0,6,3,3,12
1803-02-07,0,0,0,0,6,3,3,12
1803-02-14,0,0,0,0,6,3,3,12
1803-02-21,0,0,0,0,6,3,3,12
1803-02-28,0,0,0,0,6,3,3,12
1803-03-07,0,0,0,0,6,3,3,12
1803-03-14,0,0,0,0,6,3,3,12
1803-03-21,0,0,0,0,6,3,3,12
1803-03-28,0,0,0,0,6,3,3,12
1803-04-04,0,0,0,0,6,3,3,12
1803-04-11,0,0,0,0,6,3,3,12
1803-04-18,0,0,0,0,6,3,3,12
1803-04-25,0,0,0,0,6,3,3,12
1803-05-02,0,0,0,0,6,3,3,12
1803-05-09,0,0,0,0,6,3,3,12
1803-05-16,0,0,0,0,6,3,3,12
1803-05-23,0,0,0,0,6,3,3,12
1803-05-30,0,0,0,0,6,3,3,12
1803-06-06,0,0,0,0,6,3,3,12
1803-06-13,0,0,0,0,6,3,3,12
1803-06-20,0,0,0,0,6,3,3,12
1803-06-27,0,0,0,0,6,3,3,12
1803-07-04,0,0,0,0,6,3,3,12
1803-07-11,0,0,0,0,6,3,3,12
1803-07-18,0,0,0,0,6,3,3,12
1803-07-25,0,0,0,0,6,3,3,12
1803-08-01,0,0,0,0,6,3,3,12
1803-08-08,0,0,0,0,6,3,3,12
1803-08-15,0,0,0,0,6,3,3,12
1803-08-22,0,0,0,0,6,3,3,12
1803-08-29,0,0,0,0,6,3,3,12
1803-09-05,0,0,0,0,6,3,3,12
1803-09-12,0,0,0,0,6,3,3,12
1803-09-19,0,0,0,0,6,3,3,12
1803-09-26,0,0,0,0,6,3,3,12
1803-10-03,0,0,0,0,6,3,3,12
1803-10-10,0,0,0,0,6,3,3,12
1803-10-17,0,0,0,0,6,3,3,12
1803-10-24,0,0,0,0,6,3,3,12
1803-10-31,0,0,0,0,6,3,3,12
1803-11-07,0,0,0,0,6,3,3,12
1803-11-14,0,0,0,0,6,3,3,12
1803-11-21,0,0,0,0,6,3,3,12
1803-11-28,0,0,0,0,6,3,3,12
1803-12-05,0,0,0,0,6,3,3,12
1803-12-12,0,0,0,0,6,3,3,12
1803-12-19,0,0,0,0,6,3,3,12
1803-12-26,0,0,0,0,6,3,3,12
1804-01-02,0,0,0,0,6,3,3,12
1804-01-09,0,0,0,0,6,3,3,12
1804-01-16,0,0,0,0,6,3,3,12
1804-01-23,0,0,0,0,6,3,3,12
1804-01-30,0,0,0,0,6,3,3,12
1804-02-06,0,0,0,0,6,3,3,12
1804-02-13,0,0,0,0,6,3,3,12
1804-02-20,0,0,0,0,6,3,3,12
1804-02-27,0,0,0,0,6,3,3,12
1804-03-05,0,0,0,0,6,3,3,12
1804-03-12,0,0,0,0,6,3,3,12
1804-03-19,0,0,0,0,6,3,3,12
1804-03-26,0,0,0,0,6,3,3,12
1804-04-02,0,0,0,0,6,3,3,12
1804-04-09,0,0,0,0,6,3,3,12
1804-04-16,0,0,0,0,6,3,3,12
1804-04-23,0,0,0,0,6,3,3,12
1804-04-30,0,0,0,0,6,3,3,12
1804-05-07,0,0,0,0,6,3,3,12
1804-05-14,0,0,0,0,6,3,3,12
1804-05-21,0,0,0,0,6,3,3,12
1804-05-28,0,0,0,0,6,3,3,12
1804-06-04,0,0,0,0,6,3,3,12
1804-06-11,0,0,0,0,6,3,3,12
1804-06-18,0,0,0,0,6,3,3,12
1804-06-25,0,0,0,0,6,3,3,12
1804-07-02,0,0,0,0,6,3,3,12
1804-07-09,0,0,0,0,6,3,3,12
1804-07-16,0,0,0,0,6,3,3,12
1804-07-23,0,0,0,0,6,3,3,12
1804-07-30,0,0,0,0,6,3,3,12
1804-08-06,0,0,0,0,6,3,3,12
1804-08-13,0,0,0,0,6,3,3,12
1804-08-20,0,0,0,0,6,3,3,12
1804-08-27,0,0,0,0,6,3,3,12
1804-09-03,0,0,0,0,6,3,3,12
1804-09-10,0,0,0,0,6,3,3,12
1804-09-17,0,0,0,0,6,3,3,12
1804-09-24,0,0,0,0,6,3,3,12
1804-10-01,0,0,0,0,6,3,3,12
1804-10-08,0,0,0,0,6,3,3,12
1804-10-15,0,0,0,0,6,3,3,12
1804-10-22,0,0,0,0,6,3,3,12
1804-10-29,0,0,0,0,6,3,3,12
1804-11-05,0,0,0,0,6,3,3,12
1804-11-12,0,0,0,0,6,3,3,12
1804-11-19,0,0,0,0,6,3,3,12
1804-11-26,0,0,0,0,6,3,3,12
1804-12-03,0,0,0,0,6,3,3,12
1804-12-10,0,0,0,0,6,3,3,12
1804-12-17,0,0,0,0,6,3,3,12
1804-12-24,0,0,0,0,6,3,3,12
1804-12-31,0,0,0,0,6,3,3,12
1805-01-07,0,0,0,0,6,3,3,12
1805-01-14,0,0,0,0,6,3,3,12
1805-01-21,0,0,0,0,6,3,3,12
1805-01-28,0,0,0,0,6,3,3,12
1805-02-04,0,0,0,0,6,3,3,12
1805-02-11,0,0,0,0,6,3,3,12
1805-02-18,0,0,0,0,6,3,3,12
1805-02-25,0,0,0,0,6,3,3,12
1805-03-04,0,0,0,0,6,3,3,12
1805-03-11,0,0,0,0,6,3,3,12
1805-03-18,0,0,0,0,6,3,3,12
1805-03-25,0,0,0,0,6,3,3,12
1805-04-01,0,0,0,0,6,3,3,12
1805-04-08,0,0,0,0,6,3,3,12
1805-04-15,0,0,0,0,6,3,3,12
1805-04-22,0,0,0,0,6,3,3,12
1805-04-29,0,0,0,0,6,3,3,12
1805-05-06,0,0,0,0,6,3,3,12
1805-05-13,0,0,0,0,6,3,3,12
1805-05-20,0,0,0,0,6,3,3,12
1805-05-27,0,0,0,0,6,3,3,12
1805-06-03,0,0,0,0,6,3,3,12
1805-06-10,0,0,0,0,6,3,3,12
1805-06-17,0,0,0,0,6,3,3,12
1805-06-24,0,0,0,0,6,3,3,12
1805-07-01,0,0,0,0,6,3,3,12
1805-07-08,0,0,0,0,6,3,3,12
1805-07-15,0,0,0,0,6,3,3,12
1805-07-22,0,0,0,0,6,3,3,12
1805-07-29,0,0,0,0,6,3,3,12
1805-08-05,0,0,0,0,6,3,3,12
1805-08-12,0,0,0,0,6,3,3,12
1805-08-19,0,0,0,0,6,3,3,12
1805-08-26,0,0,0,0,6,3,3,12
1805-09-02,0,0,0,0,6,3,3,12
1805-09-09,0,0,0,0,6,3,3,12
1805-09-16,0,0,0,0,6,3,3,12
1805-09-23,0,0,0,0,6,3,3,12
1805-09-30,0,0,0,0,6,3,3,12
1805-10-07,0,0,0,0,6,3,3,12
1805-10-14,0,0,0,0,6,3,3,12
1805-10-21,0,0,0,0,6,3,3,12
1805-10-28,0,0,0,0,6,3,3,12
1805-11-04,0,0,0,0,6,3,3,12
1805-11-11,0,0,0,0,6,3,3,12
1805-11-18,0,0,0,0,6,3,3,12
1805-11-25,0,0,0,0,6,3,3,12
1805-12-02,0,0,0,0,6,3,3,12
1805-12-09,0,0,0,0,6,3,3,12
1805-12-16,0,0,0,0,6,3,3,12
1805-12-23,0,0,0,0,6,3,3,12
1805-12-30,0,0,0,0,6,3,3,12
1806-01-06,0,0,0,0,6,3,3,12
1806-01-13,0,0,0,0,6,3,3,12
1806-01-20,0,0,0,0,6,3,3,12
1806-01-27,0,0,0,0,6,3,3,12
1806-02-03,0,0,0,0,6,3,3,12
1806-02-10,0,0,0,0,6,3,3,12
1806-02-17,0,0,0,0,6,3,3,12
1806-02-24,0,0,0,0,6,3,3,12
1806-03-03,0,0,0,0,6,3,3,12
1806-03-10,0,0,0,0,6,3,3,12
1806-03-17,0,0,0,0,6,3,3,12
1806-03-24,0,0,0,0,6,3,3,12
1806-03-31,0,0,0,0,6,3,3,12
1806-04-07,0,0,0,0,6,3,3,12
1806-04-14,0,0,0,0,6,3,3,12
1806-04-21,0,0,0,0,6,3,3,12
1806-04-28,0,0,0,0,6,3,3,12
1806-05-05,0,0,0,0,6,3,3,12
1806-05-12,0,0,0,0,6,3,3,12
1806-05-19,0,0,0,0,6,3,3,12
1806-05-26,0,0,0,0,6,3,3,12
1806-06-02,0,0,0,0,6,3,3,12
1806-06-09,0,0,0,0,6,3,3,12
1806-06-16,0,0,0,0,6,3,3,12
1806-06-23,0,0,0,0,6,3,3,12
1806-06-30,0,0,0,0,6,3,3,12
1806-07-07,0,0,0,0,6,3,3,12
1806-07-14,0,0,0,0,6,3,3,12
1806-07-21,0,0,0,0,6,3,3,12
1806-07-28,0,0,0,0,6,3,3,12
1806-08-04,0,0,0,0,6,3,3,12
1806-08-11,0,0,0,0,6,3,3,12
1806-08-18,0,0,0,0,6,3,3,12
1806-08-25,0,0,0,0,6,3,3,12
1806-09-01,0,0,0,0,6,3,3,12
1806-09-08,0,0,0,0,6,3,3,12
1806-09-15,0,0,0,0,6,3,3,12
1806-09-22,0,0,0,0,6,3,3,12
1806-09-29,0,0,0,0,6,3,3,12
1806-10-06,0,0,0,0,6,3,3,12
1806-10-13,0,0,0,0,6,3,3,12
1806-10-20,0,0,0,0,6,3,3,12
1806-10-27,0,0,0,0,6,3,3,12
1806-11-03,0,0,0,0,6,3,3,12
1806-11-10,0,0,0,0,6,3,3,12
1806-11-17,0,0,0,0,6,3,3,12
1806-11-24,0,0,0,0,6,3,3,12
1806-12-01,0,0,0,0,6,3,3,12
1806-12-08,0,0,0,0,6,3,3,12
1806-12-15,0,0,0,0,6,3,3,12
1806-12-22,0,0,0,0,6,3,3,12
1806-12-29,0,0,0,0,6,3,3,12
1807-01-05,0,0,0,0,6,3,3,12
1807-01-12,0,0,0,0,6,3,3,12
1807-01-19,0,0,0,0,6,3,3,12
1807-01-26,0,0,0,0,6,3,3,12
1807-02-02,0,0,0,0,6,3,3,12
1807-02-09,0,0,0,0,6,3,3,12
1807-02-16,0,0,0,0,6,3,3,12
1807-02-23,0,0,0,0,6,3,3,12
1807-03-02,0,0,0,0,6,3,3,12
1807-03-09,0,0,0,0,6,3,3,12
1807-03-16,0,0,0,0,6,3,3,12
1807-03-23,0,0,0,0,6,3,3,12
1807-03-30,0,0,0,0,6,3,3,12
1807-04-06,0,0,0,0,6,3,3,12
1807-04-13,0,0,0,0,6,3,3,12
1807-04-20,0,0,0,0,6,3,3,12
1807-04-27,0,0,0,0,6,3,3,12
1807-05-04,0,0,0,0,6,3,3,12
1807-05-11,0,0,0,0,6,3,3,12
1807-05-18,0,0,0,0,6,3,3,12
1807-05-25,0,0,0,0,6,3,3,12
1807-06-01,0,0,0,0,6,3,3,12
1807-06-08,0,0,0,0,6,3,3,12
1807-06-15,0,0,0,0,6,3,3,12
1807-06-22,0,0,0,0,6,3,3,12
1807-06-29,0,0,0,0,6,3,3,12
1807-07-06,0,0,0,0,6,3,3,12
1807-07-13,0,0,0,0,6,3,3,12
1807-07-20,0,0,0,0,6,3,3,12
1807-07-27,0,0,0,0,6,3,3,12
1807-08-03,0,0,0,0,6,3,3,12
1807-08-10,0,0,0,0,6,3,3,12
1807-08-17,0,0,0,0,6,3,3,12
1807-08-24,0,0,0,0,6,3,3,12
1807-08-31,0,0,0,0,6,3,3,12
1807-09-07,0,0,0,0,6,3,3,12
1807-09-14,0,0,0,0,6,3,3,12
1807-09-21,0,0,0,0,6,3,3,12
1807-09-28,0,0,0,0,6,3,3,12
1807-10-05,0,0,0,0,6,3,3,12
1807-10-12,0,0,0,0,6,3,3,12
1807-10-19,0,0,0,0,6,3,3,12
1807-10-26,0,0,0,0,6,3,3,12
1807-11-02,0,0,0,0,6,3,3,12
1807-11-09,0,0,0,0,6,3,3,12
1807-11-16,0,0,0,0,6,3,3,12
1807-11-23,0,0,0,0,6,3,3,12
1807-11-30,0,0,0,0,6,3,3,12
1807-12-07,0,0,0,0,6,3,3,12
1807-12-14,0,0,0,0,6,3,3,12
1807-12-21,0,0,0,0,6,3,3,12
1807-12-28,0,0,0,0,6,3,3,12
1808-01-04,0,0,0,0,6,3,3,12
1808-01-11,0,0,0,0,6,3,3,12
1808-01-18,0,0,0,0,6,3,3,12
1808-01-25,0,0,0,0,6,3,3,12
1808-02-01,0,0,0,0,6,3,3,12
1808-02-08,0,0,0,0,6,3,3,12
1808-02-15,0,0,0,0,6,3,3,12
1808-02-22,0,0,0,0,6,3,3,12
1808-02-29,0,0,0,0,6,3,3,12
1808-03-07,0,0,0,0,6,3,3,12
1808-03-14,0,0,0,0,6,3,3,12
1808-03-21,0,0,0,0,6,3,3,12
1808-03-28,0,0,0,0,6,3,3,12
1808-04-04,0,0,0,0,6,3,3,12
1808-04-11,0,0,0,0,6,3,3,12
1808-04-18,0,0,0,0,6,3,3,12
1808-04-25,0,0,0,0,6,3,3,12
1808-05-02,0,0,0,0,6,3,3,12
1808-05-09,0,0,0,0,6,3,3,12
1808-05-16,0,0,0,0,6,3,3,12
1808-05-23,0,0,0,0,6,3,3,12
1808-05-30,0,0,0,0,6,3,3,12
1808-06-06,0,0,0,0,6,3,3,12
1808-06-13,0,0,0,0,6,3,3,12
1808-06-20,0,0,0,0,6,3,3,12
1808-06-27,0,0,0,0,6,3,3,12
1808-07-04,0,0,0,0,6,3,3,12
1808-07-11,0,0,0,0,6,3,3,12
1808-07-18,0,0,0,0,6,3,3,12
1808-07-25,0,0,0,0,6,3,3,12
1808-08-01,0,0,0,0,6,3,3,12
1808-08-08,0,0,0,0,6,3,3,12
1808-08-15,0,0,0,0,6,3,3,12
1808-08-22,0,0,0,0,6,3,3,12
1808-08-29,0,0,0,0,6,3,3,12
1808-09-05,0,0,0,0,6,3,3,12
1808-09-12,0,0,0,0,6,3,3,12
1808-09-19,0,0,0,0,6,3,3,12
1808-09-26,0,0,0,0,6,3,3,12
1808-10-03,0,0,0,0,6,3,3,12
1808-10-10,0,0,0,0,6,3,3,12
1808-10-17,0,0,0,0,6,3,3,12
1808-10-24,0,0,0,0,6,3,3,12
1808-10-31,0,0,0,0,6,3,3,12
1808-11-07,0,0,0,0,6,3,3,12
1808-11-14,0,0,0,0,6,3,3,12
1808-11-21,0,0,0,0,6,3,3,12
1808-11-28,0,0,0,0,6,3,3,12
1808-12-05,0,0,0,0,6,3,3,12
1808-12-12,0,0,0,0,6,3,3,12
1808-12-19,0,0,0,0,6,3,3,12
1808-12-26,0,0,0,0,6,3,3,12
1809-01-02,0,0,0,0,6,3,3,12
1809-01-09,0,0,0,0,6,3,3,12
1809-01-16,0,0,0,0,6,3,3,12
1809-01-23,0,0,0,0,6,3,3,12
1809-01-30,0,0,0,0,6,3,3,12
1809-02-06,0,0,0,0,6,3,3,12
1809-02-13,0,0,0,0,6,3,3,12
1809-02-20,0,0,0,0,6,3,3,12
1809-02-27,0,0,0,0,6,3,3,12
1809-03-06,0,0,0,0,6,3,3,12
1809-03-13,0,0,0,0,6,3,3,12
1809-03-20,0,0,0,0,6,3,3,12
1809-03-27,0,0,0,0,6,3,3,12
1809-04-03,0,0,0,0,6,3,3,12
1809-04-10,0,0,0,0,6,3,3,12
1809-04-17,0,0,0,0,6,3,3,12
1809-04-24,0,0,0,0,6,3,3,12
1809-05-01,0,0,0,0,6,3,3,12
1809-05-08,0,0,0,0,6,3,3,12
1809-05-15,0,0,0,0,6,3,3,12
1809-05-22,0,0,0,0,6,3,3,12
1809-05-29,0,0,0,0,6,3,3,12
1809-06-05,0,0,0,0,6,3,3,12
1809-06-12,0,0,0,0,6,3,3,12
1809-06-19,0,0,0,0,6,3,3,12
1809-06-26,0,0,0,0,6,3,3,12
1809-07-03,0,0,0,0,6,3,3,12
1809-07-10,0,0,0,0,6,3,3,12
1809-07-17,0,0,0,0,6,3,3,12
1809-07-24,0,0,0,0,6,3,3,12
1809-07-31,0,0,0,0,6,3,3,12
1809-08-07,0,0,0,0,6,3,3,12
1809-08-14,0,0,0,0,6,3,3,12
1809-08-21,0,0,0,0,6,3,3,12
1809-08-28,0,0,0,0,6,3,3,12
1809-09-04,0,0,0,0,6,3,3,12
1809-09-11,0,0,0,0,6,3,3,12
1809-09-18,0,0,0,0,6,3,3,12
1809-09-25,0,0,0,0,6,3,3,12
1809-10-02,0,0,0,0,6,3,3,12
1809-10-09,0,0,0,0,6,3,3,12
1809-10-16,0,0,0,0,6,3,3,12
1809-10-23,0,0,0,0,6,3,3,12
1809-10-30,0,0,0,0,6,3,3,12
1809-11-06,0,0,0,0,6,3,3,12
1809-11-13,0,0,0,0,6,3,3,12
1809-11-20,0,0,0,0,6,3,3,12
1809-11-27,0,0,0,0,6,3,3,12
1809-12-04,0,0,0,0,6,3,3,12
1809-12-11,0,0,0,0,6,3,3,12
1809-12-18,0,0,0,0,6,3,3,12
1809-12-25,0,0,0,0,6,3,3,12
1810-01-01,0,0,0,0,6,3,3,12
1810-01-08,0,0,0,0,6,3,3,12
1810-01-15,0,0,0,0,6,3,3,12
1810-01-22,0,0,0,0,6,3,3,12
1810-01-29,0,0,0,0,6,3,3,12
1810-02-05,0,0,0,0,6,3,3,12
1810-02-12,0,0,0,0,6,3,3,12
1810-02-19,0,0,0,0,6,3,3,12
1810-02-26,0,0,0,0,6,3,3,12
1810-03-05,0,0,0,0,6,3,3,12
1810-03-12,0,0,0,0,6,3,3,12
1810-03-19,0,0,0,0,6,3,3,12
1810-03-26,0,0,0,0,6,3,3,12
1810-04-02,0,0,0,0,6,3,3,12
1810-04-09,0,0,0,0,6,3,3,12
1810-04-16,0,0,0,0,6,3,3,12
1810-04-23,0,0,0,0,6,3,3,12
1810-04-30,0,0,0,0,6,3,3,12
1810-05-07,0,0,0,0,6,3,3,12
1810-05-14,0,0,0,0,6,3,3,12
1810-05-21,0,0,0,0,6,3,3,12
1810-05-28,0,0,0,0,6,3,3,12
1810-06-04,0,0,0,0,6,3,3,12
1810-06-11,0,0,0,0,6,3,3,12
1810-06-18,0,0,0,0,6,3,3,12
1810-06-25,0,0,0,0,6,3,3,12
1810-07-02,0,0,0,0,6,3,3,12
1810-07-09,0,0,0,0,6,3,3,12
1810-07-16,0,0,0,0,6,3,3,12
1810-07-23,0,0,0,0,6,3,3,12
1810-07-30,0,0,0,0,6,3,3,12
1810-08-06,0,0,0,0,6,3,3,12
1810-08-13,0,0,0,0,6,3,3,12
1810-08-20,0,0,0,0,6,3,3,12
1810-08-27,0,0,0,0,6,3,3,12
1810-09-03,0,0,0,0,6,3,3,12
1810-09-10,0,0,0,0,6,3,3,12
1810-09-17,0,0,0,0,6,3,3,12
1810-09-24,0,0,0,0,6,3,3,12
1810-10-01,0,0,0,0,6,3,3,12
1810-10-08,0,0,0,0,6,3,3,12
1810-10-15,0,0,0,0,6,3,3,12
1810-10-22,0,0,0,0,6,3,3,12
1810-10-29,0,0,0,0,6,3,3,12
1810-11-05,0,0,0,0,6,3,3,12
1810-11-12,0,0,0,0,6,3,3,12
1810-11-19,0,0,0,0,6,3,3,12
1810-11-26,0,0,0,0,6,3,3,12
1810-12-03,0,0,0,0,6,3,3,12
1810-12-10,0,0,0,0,6,3,3,12
1810-12-17,0,0,0,0,6,3,3,12
1810-12-24,0,0,0,0,6,3,3,12
1810-12-31,0,0,0,0,6,3,3,12
1811-01-07,0,0,0,0,6,3,3,12
1811-01-14,0,0,0,0,6,3,3,12
1811-01-21,0,0,0,0,6,3,3,12
1811-01-28,0,0,0,0,6,3,3,12
1811-02-04,0,0,0,0,6,3,3,12
1811-02-11,0,0,0,0,6,3,3,12
1811-02-18,0,0,0,0,6,3,3,12
1811-02-25,0,0,0,0,6,3,3,12
1811-03-04,0,0,0,0,6,3,3,12
1811-03-11,0,0,0,0,6,3,3,12
1811-03-18,0,0,0,0,6,3,3,12
1811-03-25,0,0,0,0,6,3,3,12
1811-04-01,0,0,0,0,6,3,3,12
1811-04-08,0,0,0,0,6,3,3,12
1811-04-15,0,0,0,0,6,3,3,12
1811-04-22,0,0,0,0,6,3,3,12
1811-04-29,0,0,0,0,6,3,3,12
1811-05-06,0,0,0,0,6,3,3,12
1811-05-13,0,0,0,0,6,3,3,12
1811-05-20,0,0,0,0,6,3,3,12
1811-05-27,0,0,0,0,6,3,3,12
1811-06-03,0,0,0,0,6,3,3,12
1811-06-10,0,0,0,0,6,3,3,12
1811-06-17,0,0,0,0,6,3,3,12
1811-06-24,0,0,0,0,6,3,3,12
1811-07-01,0,0,0,0,6,3,3,12
1811-07-08,0,0,0,0,6,3,3,12
1811-07-15,0,0,0,0,6,3,3,12
1811-07-22,0,0,0,0,6,3,3,12
1811-07-29,0,0,0,0,6,3,3,12
1811-08-05,0,0,0,0,6,3,3,12
1811-08-12,0,0,0,0,6,3,3,12
1811-08-19,0,0,0,0,6,3,3,12
