week,D,Oth,R,total,D_cum,R_cum,Oth_cum,total_cum
1831-11-07,0,0,0,0,6,3,3,12
1831-11-14,0,0,0,0,6,3,3,12
1831-11-21,0,0,0,0,6,3,3,12
1831-11-28,0,0,0,0,6,3,3,12
1831-12-05,0,0,0,0,6,3,3,12
1831-12-12,0,0,0,0,6,3,3,12
1831-12-19,0,0,0,0,6,3,3,12
1831-12-26,0,0,0,0,6,3,3,12
1832-01-02,0,0,0,0,6,3,3,12
1832-01-09,0,0,0,0,6,3,3,12
1832-01-16,0,0,0,0,6,3,3,12
1832-01-23,0,0,0,0,6,3,3,12
1832-01-30,0,0,0,0,6,3,3,12
1832-02-06,0,0,0,0,6,3,3,12
1832-02-13,0,0,0,0,6,3,3,12
1832-02-20,0,0,0,0,6,3,3,12
1832-02-27,0,0,0,0,6,3,3,12
1832-03-05,0,0,0,0,6,3,3,12
1832-03-12,0,0,0,0,6,3,3,12
1832-03-19,0,0,0,0,6,3,3,12
1832-03-26,0,0,0,0,6,3,3,12
1832-04-02,0,0,0,0,6,3,3,12
1832-04-09,0,0,0,0,6,3,3,12
1832-04-16,0,0,0,0,6,3,3,12
1832-04-23,0,0,0,0,6,3,3,12
1832-04-30,0,0,0,0,6,3,3,12
1832-05-07,0,0,0,0,6,3,3,12
1832-05-14,0,0,0,0,6,3,3,12
1832-05-21,0,0,0,0,6,3,3,12
1832-05-28,0,0,0,0,6,3,3,12
1832-06-04,0,0,0,0,6,3,3,12
1832-06-11,0,0,0,0,6,3,3,12
1832-06-18,0,0,0,0,6,3,3,12
1832-06-25,0,0,0,0,6,3,3,12
1832-07-02,0,0,0,0,6,3,3,12
1832-07-09,0,0,0,0,6,3,3,12
1832-07-16,0,0,0,0,6,3,3,12
1832-07-23,0,0,0,0,6,3,3,12
1832-07-30,0,0,0,0,6,3,3,12
1832-08-06,0,0,0,0,6,3,3,12
1832-08-13,0,0,0,0,6,3,3,12
1832-08-20,0,0,0,0,6,3,3,12
1832-08-27,0,0,0,0,6,3,3,12
1832-09-03,0,0,0,0,6,3,3,12
1832-09-10,0,0,0,0,6,3,3,12
1832-09-17,0,0,0,0,6,3,3,12
1832-09-24,0,0,0,0,6,3,3,12
1832-10-01,0,0,0,0,6,3,3,12
1832-10-08,0,0,0,0,6,3,3,12
1832-10-15,0,0,0,0,6,3,3,12
1832-10-22,0,0,0,0,6,3,3,12
1832-10-29,0,0,0,0,6,3,3,12
1832-11-05,0,0,0,0,6,3,3,12
1832-11-12,0,0,0,0,6,3,3,12
1832-11-19,0,0,0,0,6,3,3,12
1832-11-26,0,0,0,0,6,3,3,12
1832-12-03,0,0,0,0,6,3,3,12
1832-12-10,0,0,0,0,6,3,3,12
1832-12-17,0,0,0,0,6,3,3,12
1832-12-24,0,0,0,0,6,3,3,12
1832-12-31,0,0,0,0,6,3,3,12
1833-01-07,0,0,0,0,6,3,3,12
1833-01-14,0,0,0,0,6,3,3,12
1833-01-21,0,0,0,0,6,3,3,12
1833-01-28,0,0,0,0,6,3,3,12
1833-02-04,0,0,0,0,6,3,3,12
1833-02-11,0,0,0,0,6,3,3,12
1833-02-18,0,0,0,0,6,3,3,12
1833-02-25,0,0,0,0,6,3,3,12
1833-03-04,0,0,0,0,6,3,3,12
1833-03-11,0,0,0,0,6,3,3,12
1833-03-18,0,0,0,0,6,3,3,12
1833-03-25,0,0,0,0,6,3,3,12
1833-04-01,0,0,0,0,6,3,3,12
1833-04-08,0,0,0,0,6,3,3,12
1833-04-15,0,0,0,0,6,3,3,12
1833-04-22,0,0,0,0,6,3,3,12
1833-04-29,0,0,0,0,6,3,3,12
1833-05-06,0,0,0,0,6,3,3,12
1833-05-13,0,0,0,0,6,3,3,12
1833-05-20,0,0,0,0,6,3,3,12
1833-05-27,0,0,0,0,6,3,3,12
1833-06-03,0,0,0,0,6,3,3,12
1833-06-10,0,0,0,0,6,3,3,12
1833-06-17,0,0,0,0,6,3,3,12
1833-06-24,0,0,0,0,6,3,3,12
1833-07-01,0,0,0,0,6,3,3,12
1833-07-08,0,0,0,0,6,3,3,12
1833-07-15,0,0,0,0,6,3,3,12
1833-07-22,0,0,0,0,6,3,3,12
1833-07-29,0,0,0,0,6,3,3,12
1833-08-05,0,0,0,0,6,3,3,12
1833-08-12,0,0,0,0,6,3,3,12
1833-08-19,0,0,0,0,6,3,3,12
1833-08-26,0,0,0,0,6,3,3,12
1833-09-02,0,0,0,0,6,3,3,12
1833-09-09,0,0,0,0,6,3,3,12
1833-09-16,0,0,0,0,6,3,3,12
1833-09-23,0,0,0,0,6,3,3,12
1833-09-30,0,0,0,0,6,3,3,12
1833-10-07,0,0,0,0,6,3,3,12
1833-10-14,0,0,0,0,6,3,3,12
1833-10-21,0,0,0,0,6,3,3,12
1833-10-28,0,0,0,0,6,3,3,12
1833-11-04,0,0,0,0,6,3,3,12
1833-11-11,0,0,0,0,6,3,3,12
1833-11-18,0,0,0,0,6,3,3,12
1833-11-25,0,0,0,0,6,3,3,12
1833-12-02,0,0,0,0,6,3,3,12
1833-12-09,0,0,0,0,6,3,3,12
1833-12-16,0,0,0,0,6,3,3,12
1833-12-23,0,0,0,0,6,3,3,12
1833-12-30,0,0,0,0,6,3,3,12
1834-01-06,0,0,0,0,6,3,3,12
1834-01-13,0,0,0,0,6,3,3,12
1834-01-20,0,0,0,0,6,3,3,12
1834-01-27,0,0,0,0,6,3,3,12
1834-02-03,0,0,0,0,6,3,3,12
1834-02-10,0,0,0,0,6,3,3,12
1834-02-17,0,0,0,0,6,3,3,12
1834-02-24,0,0,0,0,6,3,3,12
1834-03-03,0,0,0,0,6,3,3,12
1834-03-10,0,0,0,0,6,3,3,12
1834-03-17,0,0,0,0,6,3,3,12
1834-03-24,0,0,0,0,6,3,3,12
1834-03-31,0,0,0,0,6,3,3,12
1834-04-07,0,0,0,0,6,3,3,12
1834-04-14,0,0,0,0,6,3,3,12
1834-04-21,0,0,0,0,6,3,3,12
1834-04-28,0,0,0,0,6,3,3,12
1834-05-05,0,0,0,0,6,3,3,12
1834-05-12,0,0,0,0,6,3,3,12
1834-05-19,0,0,0,0,6,3,3,12
1834-05-26,0,0,0,0,6,3,3,12
1834-06-02,0,0,0,0,6,3,3,12
1834-06-09,0,0,0,0,6,3,3,12
1834-06-16,0,0,0,0,6,3,3,12
1834-06-23,0,0,0,0,6,3,3,12
1834-06-30,0,0,0,0,6,3,3,12
1834-07-07,0,0,0,0,6,3,3,12
1834-07-14,0,0,0,0,6,3,3,12
1834-07-21,0,0,0,0,6,3,3,12
1834-07-28,0,0,0,0,6,3,3,12
1834-08-04,0,0,0,0,6,3,3,12
1834-08-11,0,0,0,0,6,3,3,12
1834-08-18,0,0,0,0,6,3,3,12
1834-08-25,0,0,0,0,6,3,3,12
1834-09-01,0,0,0,0,6,3,3,12
1834-09-08,0,0,0,0,6,3,3,12
1834-09-15,0,0,0,0,6,3,3,12
1834-09-22,0,0,0,0,6,3,3,12
1834-09-29,0,0,0,0,6,3,3,12
1834-10-06,0,0,0,0,6,3,3,12
1834-10-13,0,0,0,0,6,3,3,12
1834-10-20,0,0,0,0,6,3,3,12
1834-10-27,0,0,0,0,6,3,3,12
1834-11-03,0,0,0,0,6,3,3,12
1834-11-10,0,0,0,0,6,3,3,12
1834-11-17,0,0,0,0,6,3,3,12
1834-11-24,0,0,0,0,6,3,3,12
1834-12-01,0,0,0,0,6,3,3,12
1834-12-08,0,0,0,0,6,3,3,12
1834-12-15,0,0,0,0,6,3,3,12
1834-12-22,0,0,0,0,6,3,3,12
1834-12-29,0,0,0,0,6,3,3,12
1835-01-05,0,0,0,0,6,3,3,12
1835-01-12,0,0,0,0,6,3,3,12
1835-01-19,0,0,0,0,6,3,3,12
1835-01-26,0,0,0,0,6,3,3,12
1835-02-02,0,0,0,0,6,3,3,12
1835-02-09,0,0,0,0,6,3,3,12
1835-02-16,0,0,0,0,6,3,3,12
1835-02-23,0,0,0,0,6,3,3,12
1835-03-02,0,0,0,0,6,3,3,12
1835-03-09,0,0,0,0,6,3,3,12
1835-03-16,0,0,0,0,6,3,3,12
1835-03-23,0,0,0,0,6,3,3,12
1835-03-30,0,0,0,0,6,3,3,12
1835-04-06,0,0,0,0,6,3,3,12
1835-04-13,0,0,0,0,6,3,3,12
1835-04-20,0,0,0,0,6,3,3,12
1835-04-27,0,0,0,0,6,3,3,12
1835-05-04,0,0,0,0,6,3,3,12
1835-05-11,0,0,0,0,6,3,3,12
1835-05-18,0,0,0,0,6,3,3,12
1835-05-25,0,0,0,0,6,3,3,12
1835-06-01,0,0,0,0,6,3,3,12
1835-06-08,0,0,0,0,6,3,3,12
1835-06-15,0,0,0,0,6,3,3,12
1835-06-22,0,0,0,0,6,3,3,12
1835-06-29,0,0,0,0,6,3,3,12
1835-07-06,0,0,0,0,6,3,3,12
1835-07-13,0,0,0,0,6,3,3,12
1835-07-20,0,0,0,0,6,3,3,12
1835-07-27,0,0,0,0,6,3,3,12
1835-08-03,0,0,0,0,6,3,3,12
1835-08-10,0,0,0,0,6,3,3,12
1835-08-17,0,0,0,0,6,3,3,12
1835-08-24,0,0,0,0,6,3,3,12
1835-08-31,0,0,0,0,6,3,3,12
1835-09-07,0,0,0,0,6,3,3,12
1835-09-14,0,0,0,0,6,3,3,12
1835-09-21,0,0,0,0,6,3,3,12
1835-09-28,0,0,0,0,6,3,3,12
1835-10-05,0,0,0,0,6,3,3,12
1835-10-12,0,0,0,0,6,3,3,12
1835-10-19,0,0,0,0,6,3,3,12
1835-10-26,0,0,0,0,6,3,3,12
1835-11-02,0,0,0,0,6,3,3,12
1835-11-09,0,0,0,0,6,3,3,12
1835-11-16,0,0,0,0,6,3,3,12
1835-11-23,0,0,0,0,6,3,3,12
1835-11-30,0,0,0,0,6,3,3,12
1835-12-07,0,0,0,0,6,3,3,12
1835-12-14,0,0,0,0,6,3,3,12
1835-12-21,0,0,0,0,6,3,3,12
1835-12-28,0,0,0,0,6,3,3,12
1836-01-04,0,0,0,0,6,3,3,12
1836-01-11,0,0,0,0,6,3,3,12
1836-01-18,0,0,0,0,6,3,3,12
1836-01-25,0,0,0,0,6,3,3,12
1836-02-01,0,0,0,0,6,3,3,12
1836-02-08,0,0,0,0,6,3,3,12
1836-02-15,0,0,0,0,6,3,3,12
1836-02-22,0,0,0,0,6,3,3,12
1836-02-29,0,0,0,0,6,3,3,12
1836-03-07,0,0,0,0,6,3,3,12
1836-03-14,0,0,0,0,6,3,3,12
1836-03-21,0,0,0,0,6,3,3,12
1836-03-28,0,0,0,0,6,3,3,12
1836-04-04,0,0,0,0,6,3,3,12
1836-04-11,0,0,0,0,6,3,3,12
1836-04-18,0,0,0,0,6,3,3,12
1836-04-25,0,0,0,0,6,3,3,12
1836-05-02,0,0,0,0,6,3,3,12
1836-05-09,0,0,0,0,6,3,3,12
1836-05-16,0,0,0,0,6,3,3,12
1836-05-23,0,0,0,0,6,3,3,12
1836-05-30,0,0,0,0,6,3,3,12
1836-06-06,0,0,0,0,6,3,3,12
1836-06-13,0,0,0,0,6,3,3,12
1836-06-20,0,0,0,0,6,3,3,12
1836-06-27,0,0,0,0,6,3,3,12
1836-07-04,0,0,0,0,6,3,3,12
1836-07-11,0,0,0,0,6,3,3,12
1836-07-18,0,0,0,0,6,3,3,12
1836-07-25,0,0,0,0,6,3,3,12
1836-08-01,0,0,0,0,6,3,3,12
1836-08-08,0,0,0,0,6,3,3,12
1836-08-15,0,0,0,0,6,3,3,12
1836-08-22,0,0,0,0,6,3,3,12
1836-08-29,0,0,0,0,6,3,3,12
1836-09-05,0,0,0,0,6,3,3,12
1836-09-12,0,0,0,0,6,3,3,12
1836-09-19,0,0,0,0,6,3,3,12
1836-09-26,0,0,0,0,6,3,3,12
1836-10-03,0,0,0,0,6,3,3,12
1836-10-10,0,0,0,0,6,3,3,12
1836-10-17,0,0,0,0,6,3,3,12
1836-10-24,0,0,0,0,6,3,3,12
1836-10-31,0,0,0,0,6,3,3,12
1836-11-07,0,0,0,0,6,3,3,12
1836-11-14,0,0,0,0,6,3,3,12
1836-11-21,0,0,0,0,6,3,3,12
1836-11-28,0,0,0,0,6,3,3,12
1836-12-05,0,0,0,0,6,3,3,12
1836-12-12,0,0,0,0,6,3,3,12
1836-12-19,0,0,0,0,6,3,3,12
1836-12-26,0,0,0,0,6,3,3,12
1837-01-02,0,0,0,0,6,3,3,12
1837-01-09,0,0,0,0,6,3,3,12
1837-01-16,0,0,0,0,6,3,3,12
1837-01-23,0,0,0,0,6,3,3,12
1837-01-30,0,0,0,0,6,3,3,12
1837-02-06,0,0,0,0,6,3,3,12
1837-02-13,0,0,0,0,6,3,3,12
1837-02-20,0,0,0,0,6,3,3,12
1837-02-27,0,0,0,0,6,3,3,12
1837-03-06,0,0,0,0,6,3,3,12
1837-03-13,0,0,0,0,6,3,3,12
1837-03-20,0,0,0,0,6,3,3,12
1837-03-27,0,0,0,0,6,3,3,12
1837-04-03,0,0,0,0,6,3,3,12
1837-04-10,0,0,0,0,6,3,3,12
1837-04-17,0,0,0,0,6,3,3,12
1837-04-24,0,0,0,0,6,3,3,12
1837-05-01,0,0,0,0,6,3,3,12
1837-05-08,0,0,0,0,6,3,3,12
1837-05-15,0,0,0,0,6,3,3,12
1837-05-22,0,0,0,0,6,3,3,12
1837-05-29,0,0,0,0,6,3,3,12
1837-06-05,0,0,0,0,6,3,3,12
1837-06-12,0,0,0,0,6,3,3,12
1837-06-19,0,0,0,0,6,3,3,12
1837-06-26,0,0,0,0,6,3,3,12
1837-07-03,0,0,0,0,6,3,3,12
1837-07-10,0,0,0,0,6,3,3,12
1837-07-17,0,0,0,0,6,3,3,12
1837-07-24,0,0,0,0,6,3,3,12
1837-07-31,0,0,0,0,6,3,3,12
1837-08-07,0,0,0,0,6,3,3,12
1837-08-14,0,0,0,0,6,3,3,12
1837-08-21,0,0,0,0,6,3,3,12
1837-08-28,0,0,0,0,6,3,3,12
1837-09-04,0,0,0,0,6,3,3,12
1837-09-11,0,0,0,0,6,3,3,12
1837-09-18,0,0,0,0,6,3,3,12
1837-09-25,0,0,0,0,6,3,3,12
1837-10-02,0,0,0,0,6,3,3,12
1837-10-09,0,0,0,0,6,3,3,12
1837-10-16,0,0,0,0,6,3,3,12
1837-10-23,0,0,0,0,6,3,3,12
1837-10-30,0,0,0,0,6,3,3,12
1837-11-06,0,0,0,0,6,3,3,12
1837-11-13,0,0,0,0,6,3,3,12
1837-11-20,0,0,0,0,6,3,3,12
1837-11-27,0,0,0,0,6,3,3,12
1837-12-04,0,0,0,0,6,3,3,12
1837-12-11,0,0,0,0,6,3,3,12
1837-12-18,0,0,0,0,6,3,3,12
1837-12-25,0,0,0,0,6,3,3,12
1838-01-01,0,0,0,0,6,3,3,12
1838-01-08,0,0,0,0,6,3,3,12
1838-01-15,0,0,0,0,6,3,3,12
1838-01-22,0,0,0,0,6,3,3,12
1838-01-29,0,0,0,0,6,3,3,12
1838-02-05,0,0,0,0,6,3,3,12
1838-02-12,0,0,0,0,6,3,3,12
1838-02-19,0,0,0,0,6,3,3,12
1838-02-26,0,0,0,0,6,3,3,12
1838-03-05,0,0,0,0,6,3,3,12
1838-03-12,0,0,0,0,6,3,3,12
1838-03-19,0,0,0,0,6,3,3,12
1838-03-26,0,0,0,0,6,3,3,12
1838-04-02,0,0,0,0,6,3,3,12
1838-04-09,0,0,0,0,6,3,3,12
1838-04-16,0,0,0,0,6,3,3,12
1838-04-23,0,0,0,0,6,3,3,12
1838-04-30,0,0,0,0,6,3,3,12
1838-05-07,0,0,0,0,6,3,3,12
1838-05-14,0,0,0,0,6,3,3,12
1838-05-21,0,0,0,0,6,3,3,12
1838-05-28,0,0,0,0,6,3,3,12
1838-06-04,0,0,0,0,6,3,3,12
1838-06-11,0,0,0,0,6,3,3,12
1838-06-18,0,0,0,0,6,3,3,12
1838-06-25,0,0,0,0,6,3,3,12
1838-07-02,0,0,0,0,6,3,3,12
1838-07-09,0,0,0,0,6,3,3,12
1838-07-16,0,0,0,0,6,3,3,12
1838-07-23,0,0,0,0,6,3,3,12
1838-07-30,0,0,0,0,6,3,3,12
1838-08-06,0,0,0,0,6,3,3,12
1838-08-13,0,0,0,0,6,3,3,12
1838-08-20,0,0,0,0,6,3,3,12
1838-08-27,0,0,0,0,6,3,3,12
1838-09-03,0,0,0,0,6,3,3,12
1838-09-10,0,0,0,0,6,3,3,12
1838-09-17,0,0,0,0,6,3,3,12
1838-09-24,0,0,0,0,6,3,3,12
1838-10-01,0,0,0,0,6,3,3,12
1838-10-08,0,0,0,0,6,3,3,12
1838-10-15,0,0,0,0,6,3,3,12
1838-10-22,0,0,0,0,6,3,3,12
1838-10-29,0,0,0,0,6,3,3,12
1838-11-05,0,0,0,0,6,3,3,12
1838-11-12,0,0,0,0,6,3,3,12
1838-11-19,0,0,0,0,6,3,3,12
1838-11-26,0,0,0,0,6,3,3,12
1838-12-03,0,0,0,0,6,3,3,12
1838-12-10,0,0,0,0,6,3,3,12
1838-12-17,0,0,0,0,6,3,3,12
1838-12-24,0,0,0,0,6,3,3,12
1838-12-31,0,0,0,0,6,3,3,12
1839-01-07,0,0,0,0,6,3,3,12
1839-01-14,0,0,0,0,6,3,3,12
1839-01-21,0,0,0,0,6,3,3,12
1839-01-28,0,0,0,0,6,3,3,12
1839-02-04,0,0,0,0,6,3,3,12
1839-02-11,0,0,0,0,6,3,3,12
1839-02-18,0,0,0,0,6,3,3,12
1839-02-25,0,0,0,0,6,3,3,12
1839-03-04,0,0,0,0,6,3,3,12
1839-03-11,0,0,0,0,6,3,3,12
1839-03-18,0,0,0,0,6,3,3,12
1839-03-25,0,0,0,0,6,3,3,12
1839-04-01,0,0,0,0,6,3,3,12
1839-04-08,0,0,0,0,6,3,3,12
1839-04-15,0,0,0,0,6,3,3,12
1839-04-22,0,0,0,0,6,3,3,12
1839-04-29,0,0,0,0,6,3,3,12
1839-05-06,0,0,0,0,6,3,3,12
1839-05-13,0,0,0,0,6,3,3,12
1839-05-20,0,0,0,0,6,3,3,12
1839-05-27,0,0,0,0,6,3,3,12
1839-06-03,0,0,0,0,6,3,3,12
1839-06-10,0,0,0,0,6,3,3,12
1839-06-17,0,0,0,0,6,3,3,12
1839-06-24,0,0,0,0,6,3,3,12
1839-07-01,0,0,0,0,6,3,3,12
1839-07-08,0,0,0,0,6,3,3,12
1839-07-15,0,0,0,0,6,3,3,12
1839-07-22,0,0,0,0,6,3,3,12
1839-07-29,0,0,0,0,6,3,3,12
1839-08-05,0,0,0,0,6,3,3,12
1839-08-12,0,0,0,0,6,3,3,12
1839-08-19,0,0,0,0,6,3,3,12
1839-08-26,0,0,0,0,6,3,3,12
1839-09-02,0,0,0,0,6,3,3,12
1839-09-09,0,0,0,0,6,3,3,12
1839-09-16,0,0,0,0,6,3,3,12
1839-09-23,0,0,0,0,6,3,3,12
1839-09-30,0,0,0,0,6,3,3,12
1839-10-07,0,0,0,0,6,3,3,12
1839-10-14,0,0,0,0,6,3,3,12
1839-10-21,0,0,0,0,6,3,3,12
1839-10-28,0,0,0,0,6,3,3,12
1839-11-04,0,0,0,0,6,3,3,12
1839-11-11,0,0,0,0,6,3,3,12
1839-11-18,0,0,0,0,6,3,3,12
1839-11-25,0,0,0,0,6,3,3,12
1839-12-02,0,0,0,0,6,3,3,12
1839-12-09,0,0,0,0,6,3,3,12
1839-12-16,0,0,0,0,6,3,3,12
1839-12-23,0,0,0,0,6,3,3,12
1839-12-30,0,0,0,0,6,3,3,12
1840-01-06,0,0,0,0,6,3,3,12
1840-01-13,0,0,0,0,6,3,3,12
1840-01-20,0,0,0,0,6,3,3,12
1840-01-27,0,0,0,0,6,3,3,12
1840-02-03,0,0,0,0,6,3,3,12
1840-02-10,0,0,0,0,6,3,3,12
1840-02-17,0,0,0,0,6,3,3,12
1840-02-24,0,0,0,0,6,3,3,12
1840-03-02,0,0,0,0,6,3,3,12
1840-03-09,0,0,0,0,6,3,3,12
1840-03-16,0,0,0,0,6,3,3,12
1840-03-23,0,0,0,0,6,3,3,12
1840-03-30,0,0,0,0,6,3,3,12
1840-04-06,0,0,0,0,6,3,3,12
1840-04-13,0,0,0,0,6,3,3,12
1840-04-20,0,0,0,0,6,3,3,12
1840-04-27,0,0,0,0,6,3,3,12
1840-05-04,0,0,0,0,6,3,3,12
1840-05-11,0,0,0,0,6,3,3,12
1840-05-18,0,0,0,0,6,3,3,12
1840-05-25,0,0,0,0,6,3,3,12
1840-06-01,0,0,0,0,6,3,3,12
1840-06-08,0,0,0,0,6,3,3,12
1840-06-15,0,0,0,0,6,3,3,12
1840-06-22,0,0,0,0,6,3,3,12
1840-06-29,0,0,0,0,6,3,3,12
1840-07-06,0,0,0,0,6,3,3,12
1840-07-13,0,0,0,0,6,3,3,12
1840-07-20,0,0,0,0,6,3,3,12
1840-07-27,0,0,0,0,6,3,3,12
1840-08-03,0,0,0,0,6,3,3,12
1840-08-10,0,0,0,0,6,3,3,12
1840-08-17,0,0,0,0,6,3,3,12
1840-08-24,0,0,0,0,6,3,3,12
1840-08-31,0,0,0,0,6,3,3,12
1840-09-07,0,0,0,0,6,3,3,12
1840-09-14,0,0,0,0,6,3,3,12
1840-09-21,0,0,0,0,6,3,3,12
1840-09-28,0,0,0,0,6,3,3,12
1840-10-05,0,0,0,0,6,3,3,12
1840-10-12,0,0,0,0,6,3,3,12
1840-10-19,0,0,0,0,6,3,3,12
1840-10-26,0,0,0,0,6,3,3,12
1840-11-02,0,0,0,0,6,3,3,12
1840-11-09,0,0,0,0,6,3,3,12
1840-11-16,0,0,0,0,6,3,3,12
1840-11-23,0,0,0,0,6,3,3,12
1840-11-30,0,0,0,0,6,3,3,12
1840-12-07,0,0,0,0,6,3,3,12
1840-12-14,0,0,0,0,6,3,3,12
1840-12-21,0,0,0,0,6,3,3,12
1840-12-28,0,0,0,0,6,3,3,12
1841-01-04,0,0,0,0,6,3,3,12
1841-01-11,0,0,0,0,6,3,3,12
1841-01-18,0,0,0,0,6,3,3,12
1841-01-25,0,0,0,0,6,3,3,12
1841-02-01,0,0,0,0,6,3,3,12
1841-02-08,0,0,0,0,6,3,3,12
1841-02-15,0,0,0,0,6,3,3,12
1841-02-22,0,0,0,0,6,3,3,12
1841-03-01,0,0,0,0,6,3,3,12
1841-03-08,0,0,0,0,6,3,3,12
1841-03-15,0,0,0,0,6,3,3,12
1841-03-22,0,0,0,0,6,3,3,12
1841-03-29,0,0,0,0,6,3,3,12
1841-04-05,0,0,0,0,6,3,3,12
1841-04-12,0,0,0,0,6,3,3,12
1841-04-19,0,0,0,0,6,3,3,12
1841-04-26,0,0,0,0,6,3,3,12
1841-05-03,0,0,0,0,6,3,3,12
1841-05-10,0,0,0,0,6,3,3,12
1841-05-17,0,0,0,0,6,3,3,12
1841-05-24,0,0,0,0,6,3,3,12
1841-05-31,0,0,0,0,6,3,3,12
1841-06-07,0,0,0,0,6,3,3,12
1841-06-14,0,0,0,0,6,3,3,12
1841-06-21,0,0,0,0,6,3,3,12
1841-06-28,0,0,0,0,6,3,3,12
1841-07-05,0,0,0,0,6,3,3,12
1841-07-12,0,0,0,0,6,3,3,12
1841-07-19,0,0,0,0,6,3,3,12
1841-07-26,0,0,0,0,6,3,3,12
1841-08-02,0,0,0,0,6,3,3,12
1841-08-09,0,0,0,0,6,3,3,12
1841-08-16,0,0,0,0,6,3,3,12
1841-08-23,0,0,0,0,6,3,3,12
1841-08-30,0,0,0,0,6,3,3,12
1841-09-06,0,0,0,0,6,3,3,12
1841-09-13,0,0,0,0,6,3,3,12
1841-09-20,0,0,0,0,6,3,3,12
1841-09-27,0,0,0,0,6,3,3,12
1841-10-04,0,0,0,0,6,3,3,12
1841-10-11,0,0,0,0,6,3,3,12
1841-10-18,0,0,0,0,6,3,3,12
1841-10-25,0,0,0,0,6,3,3,12
1841-11-01,0,0,0,0,6,3,3,12
1841-11-08,0,0,0,0,6,3,3,12
1841-11-15,0,0,0,0,6,3,3,12
1841-11-22,0,0,0,0,6,3,3,12
1841-11-29,0,0,0,0,6,3,3,12
1841-12-06,0,0,0,0,6,3,3,12
1841-12-13,0,0,0,0,6,3,3,12
1841-12-20,0,0,0,0,6,3,3,12
1841-12-27,0,0,0,0,6,3,3,12
1842-01-03,0,0,0,0,6,3,3,12
1842-01-10,0,0,0,0,6,3,3,12
1842-01-17,0,0,0,0,6,3,3,12
1842-01-24,0,0,0,0,6,3,3,12
1842-01-31,0,0,0,0,6,3,3,12
1842-02-07,0,0,0,0,6,3,3,12
1842-02-14,0,0,0,0,6,3,3,12
1842-02-21,0,0,0,0,6,3,3,12
1842-02-28,0,0,0,0,6,3,3,12
1842-03-07,0,0,0,0,6,3,3,12
1842-03-14,0,0,0,0,6,3,3,12
1842-03-21,0,0,0,0,6,3,3,12
1842-03-28,0,0,0,0,6,3,3,12
1842-04-04,0,0,0,0,6,3,3,12
1842-04-11,0,0,0,0,6,3,3,12
1842-04-18,0,0,0,0,6,3,3,12
1842-04-25,0,0,0,0,6,3,3,12
1842-05-02,0,0,0,0,6,3,3,12
1842-05-09,0,0,0,0,6,3,3,12
1842-05-16,0,0,0,0,6,3,3,12
1842-05-23,0,0,0,0,6,3,3,12
1842-05-30,0,0,0,0,6,3,3,12
1842-06-06,0,0,0,0,6,3,3,12
1842-06-13,0,0,0,0,6,3,3,12
1842-06-20,0,0,0,0,6,3,3,12
1842-06-27,0,0,0,0,6,3,3,12
1842-07-04,0,0,0,0,6,3,3,12
1842-07-11,0,0,0,0,6,3,3,12
1842-07-18,0,0,0,0,6,3,3,12
1842-07-25,0,0,0,0,6,3,3,12
1842-08-01,0,0,0,0,6,3,3,12
1842-08-08,0,0,0,0,6,3,3,12
1842-08-15,0,0,0,0,6,3,3,12
1842-08-22,0,0,0,0,6,3,3,12
1842-08-29,0,0,0,0,6,3,3,12
1842-09-05,0,0,0,0,6,3,3,12
1842-09-12,0,0,0,0,6,3,3,12
1842-09-19,0,0,0,0,6,3,3,12
1842-09-26,0,0,0,0,6,3,3,12
1842-10-03,0,0,0,0,6,3,3,12
1842-10-10,0,0,0,0,6,3,3,12
1842-10-17,0,0,0,0,6,3,3,12
1842-10-24,0,0,0,0,6,3,3,12
1842-10-31,0,0,0,0,6,3,3,12
1842-11-07,0,0,0,0,6,3,3,12
1842-11-14,0,0,0,0,6,3,3,12
1842-11-21,0,0,0,0,6,3,3,12
1842-11-28,0,0,0,0,6,3,3,12
1842-12-05,0,0,0,0,6,3,3,12
1842-12-12,0,0,0,0,6,3,3,12
1842-12-19,0,0,0,0,6,3,3,12
1842-12-26,0,0,0,0,6,3,3,12
1843-01-02,0,0,0,0,6,3,3,12
1843-01-09,0,0,0,0,6,3,3,12
1843-01-16,0,0,0,0,6,3,3,12
1843-01-23,0,0,0,0,6,3,3,12
1843-01-30,0,0,0,0,6,3,3,12
1843-02-06,0,0,0,0,6,3,3,12
1843-02-13,0,0,0,0,6,3,3,12
1843-02-20,0,0,0,0,6,3,3,12
1843-02-27,0,0,0,0,6,3,3,12
1843-03-06,0,0,0,0,6,3,3,12
1843-03-13,0,0,0,0,6,3,3,12
1843-03-20,0,0,0,0,6,3,3,12
1843-03-27,0,0,0,0,6,3,3,12
1843-04-03,0,0,0,0,6,3,3,12
1843-04-10,0,0,0,0,6,3,3,12
1843-04-17,0,0,0,0,6,3,3,12
1843-04-24,0,0,0,0,6,3,3,12
1843-05-01,0,0,0,0,6,3,3,12
1843-05-08,0,0,0,0,6,3,3,12
1843-05-15,0,0,0,0,6,3,3,12
1843-05-22,0,0,0,0,6,3,3,12
1843-05-29,0,0,0,0,6,3,3,12
1843-06-05,0,0,0,0,6,3,3,12
1843-06-12,0,0,0,0,6,3,3,12
1843-06-19,0,0,0,0,6,3,3,12
