polling_place_key,D_registered,Oth_registered,R_registered,D_voted,Oth_voted,R_voted,D_turnout_pct,R_turnout_pct,Oth_turnout_pct,registered_total,voted_total,turnout_pct,polling_place,full_address,post_office,precinct_codes,precinct_split_ids,municipality_districts
Feasterville Fire House | 20 Irving Pl Feasterville Trevose PA 19053 | Feasterville,503,226,642,248,64,281,49.3,43.77,28.32,1371,593,43.25,Feasterville Fire House,20 Irving Pl Feasterville Trevose PA 19053,Feasterville,21026,21026-1,Lower Southampton Twp. West 6
First Church of the Brethren | 455 Trumbauersville Rd Quakertown PA 18951 | Quakertown,757,488,1211,403,131,476,53.24,39.31,26.84,2456,1010,41.12,First Church of the Brethren,455 Trumbauersville Rd Quakertown PA 18951,Quakertown,36040,36040-1,Richland Twp. District 4
First United Church of Christ | 151 S 4th St Quakertown PA 18951 | Quakertown,303,187,344,140,32,122,46.2,35.47,17.11,834,294,35.25,First United Church of Christ,151 S 4th St Quakertown PA 18951,Quakertown,35020,35020-1,Quakertown Borough 2nd Ward
Forest Grove Presbyterian Church | 1856 Forest Grove Rd Forest Grove PA 18922 | Forest Grove,1143,667,1464,704,260,764,61.59,52.19,38.98,3274,1728,52.78,Forest Grove Presbyterian Church,1856 Forest Grove Rd Forest Grove PA 18922,Forest Grove,06011,06011-1,Buckingham Twp. Lower 1
Forrest Lodge VFW | 2118 Old Bethlehem Pike Sellersville PA 18960 | Sellersville,811,395,1483,535,119,814,65.97,54.89,30.13,2689,1468,54.59,Forrest Lodge VFW,2118 Old Bethlehem Pike Sellersville PA 18960,Sellersville,52020,52020-1,West Rockhill Twp. Rockhill
Goodnoe Elementary School | 298 Frost Ln Newtown PA 18940 | Newtown,1711,868,1671,1114,328,964,65.11,57.69,37.79,4250,2406,56.61,Goodnoe Elementary School,298 Frost Ln Newtown PA 18940,Newtown,29030; 29060,29030-1; 29060-1,Newtown Twp. District 3; Newtown Twp. District 6
Grace Bible Fellowship Church | 1811 N Old Bethlehem Pike Quakertown PA 18951 | Quakertown,607,319,766,287,71,339,47.28,44.26,22.26,1692,697,41.19,Grace Bible Fellowship Church,1811 N Old Bethlehem Pike Quakertown PA 18951,Quakertown,36030,36030-1,Richland Twp. District 3
Grace Community Church | 300 Highpoint Dr Chalfont PA 18914 | Chalfont,643,313,713,409,121,401,63.61,56.24,38.66,1669,931,55.78,Grace Community Church,300 Highpoint Dr Chalfont PA 18914,Chalfont,26021,26021-1,New Britain Twp. West 1
Grandview Elementary School | 80 Grandview Ave Morrisville PA 19067 | Morrisville,996,345,351,417,65,149,41.87,42.45,18.84,1692,631,37.29,Grandview Elementary School,80 Grandview Ave Morrisville PA 19067,Morrisville,24040,24040-1,Morrisville Borough 4th Ward
Grundy Hall | 1290 Almshouse Rd Doylestown PA 18901 | Doylestown,596,285,751,378,97,422,63.42,56.19,34.04,1632,897,54.96,Grundy Hall,1290 Almshouse Rd Doylestown PA 18901,Doylestown,09070,09070-1,Doylestown Twp. District 7
Grundy House | 1611 Park Ave Quakertown PA 18951 | Quakertown,521,249,515,264,54,246,50.67,47.77,21.69,1285,564,43.89,Grundy House,1611 Park Ave Quakertown PA 18951,Quakertown,35012,35012-1,Quakertown Borough 1 - 2
Harry S Truman High School | 3001 Green Ln Levittown PA 19057 | Levittown,2268,875,1571,1040,148,542,45.86,34.5,16.91,4714,1730,36.7,Harry S Truman High School,3001 Green Ln Levittown PA 19057,Levittown,05023; 05063; 05101; 05102; 05103,05023-1; 05063-1; 05101-1; 05102-1; 05103-1,Bristol Twp. 10 - 1; Bristol Twp. 10 - 2; Bristol Twp. 10 - 3; Bristol Twp. 2 - 3; Bristol Twp. 6 - 3
Haycock Township Community Center | 1014 Old Bethlehem Rd Quakertown PA 18951 | Quakertown,519,298,977,362,131,595,69.75,60.9,43.96,1794,1088,60.65,Haycock Township Community Center,1014 Old Bethlehem Rd Quakertown PA 18951,Quakertown,14000,14000-1,Haycock Twp.
Herbert Hoover Elementary School | 501 Trenton Rd Langhorne PA 19047 | Langhorne,2522,1022,1940,1097,191,790,43.5,40.72,18.69,5484,2078,37.89,Herbert Hoover Elementary School,501 Trenton Rd Langhorne PA 19047,Langhorne,22020; 22130,22020-1; 22130-1,Middletown Twp. Lower 13; Middletown Twp. Lower 2
Hillcrest Elementary School | 420 E Holland Rd Southampton PA 18966 | Southampton,416,229,705,228,63,319,54.81,45.25,27.51,1350,610,45.19,Hillcrest Elementary School,420 E Holland Rd Southampton PA 18966,Southampton,31030,31030-1,Northampton Twp. District 3
Hilltown Baptist Church | 26 Upper Church Rd Chalfont PA 18914 | Chalfont,673,408,1335,417,138,716,61.96,53.63,33.82,2416,1271,52.61,Hilltown Baptist Church,26 Upper Church Rd Chalfont PA 18914,Chalfont,15030,15030-1,Hilltown Twp. Hilltown
Hilltown Township Municipal Building | 13 W Creamery Rd Hilltown Township PA 18927 | Hilltown,1329,771,1863,776,224,887,58.39,47.61,29.05,3963,1887,47.62,Hilltown Township Municipal Building,13 W Creamery Rd Hilltown Township PA 18927,Hilltown,15012; 15013,15012-1; 15013-1,Hilltown Twp. Blooming Glen 2; Hilltown Twp. Blooming Glen 3
Holland Elementary School | 597 Beverly Rd Holland PA 18966 | Holland,602,308,1030,344,116,564,57.14,54.76,37.66,1940,1024,52.78,Holland Elementary School,597 Beverly Rd Holland PA 18966,Holland,31050,31050-1,Northampton Twp. District 5
Holland Elementary School | 597 Beverly Rd Holland PA 18966 | Richboro,677,326,1142,396,81,588,58.49,51.49,24.85,2145,1065,49.65,Holland Elementary School,597 Beverly Rd Holland PA 18966,Richboro,31060,31060-1,Northampton Twp. District 6
Holland Middle School | 400 E Holland Rd Holland PA 18966 | Holland,650,293,859,418,110,485,64.31,56.46,37.54,1802,1013,56.22,Holland Middle School,400 E Holland Rd Holland PA 18966,Holland,31090,31090-1,Northampton Twp. District 9
Ivyland Presbyterian Church | 51 Gough Ave Ivyland PA 18974 | Ivyland,255,94,353,142,31,183,55.69,51.84,32.98,702,356,50.71,Ivyland Presbyterian Church,51 Gough Ave Ivyland PA 18974,Ivyland,17000,17000-1,Ivyland Borough
Joseph E. Hanusey III Community Center | 4757 Gordon Rd Doylestown PA 18902 | Doylestown,1065,551,1132,640,169,557,60.09,49.2,30.67,2748,1366,49.71,Joseph E. Hanusey III Community Center,4757 Gordon Rd Doylestown PA 18902,Doylestown,34040,34040-1,Plumstead Twp. District 4
Joseph Ferderbar Elementary School | 300 Heights Ln Feasterville-Trevose PA 19053 | Feasterville,655,335,891,301,66,396,45.95,44.44,19.7,1881,763,40.56,Joseph Ferderbar Elementary School,300 Heights Ln Feasterville-Trevose PA 19053,Feasterville,21024; 21025,21024-1; 21025-1,Lower Southampton Twp. West 4; Lower Southampton Twp. West 5
Keystone Elementary School | 1800 Keystone Street Croydon PA 19021 | Croydon,934,418,928,376,54,319,40.26,34.38,12.92,2280,749,32.85,Keystone Elementary School,1800 Keystone Street Croydon PA 19021,Croydon,05012; 05013,05012-1; 05013-1,Bristol Twp. 1 - 2; Bristol Twp. 1 - 3
Kings Library Church of the Redeemer | 1065 Bristol Pike Bensalem PA 19020 | Bensalem,579,250,653,270,54,324,46.63,49.62,21.6,1482,648,43.72,Kings Library Church of the Redeemer,1065 Bristol Pike Bensalem PA 19020,Bensalem,02040,02040-1,Bensalem Twp. Upper West
Klinger Middle School | 1415 2nd Street Pike Southampton PA 18966 | Southampton,310,175,546,181,52,306,58.39,56.04,29.71,1031,539,52.28,Klinger Middle School,1415 2nd Street Pike Southampton PA 18966,Southampton,48022,48022-1,Upper Southampton Twp. North 2
Langhorne Manor Municipal Building | 618 Hulmeville Ave Langhorne PA 19047 | Langhorne,257,116,403,154,50,229,59.92,56.82,43.1,776,433,55.8,Langhorne Manor Municipal Building,618 Hulmeville Ave Langhorne PA 19047,Langhorne,19000,19000-1,Langhorne Manor Boro
Lenape Valley Presbyterian Church | 321 W Butler Ave New Britain PA 18901 | New Britain,799,374,756,522,135,399,65.33,52.78,36.1,1929,1056,54.74,Lenape Valley Presbyterian Church,321 W Butler Ave New Britain PA 18901,New Britain,25000,25000-1,New Britain Borough
Log College Middle School | 730 N Norristown Rd Warminster PA 18974 | Warminster,950,337,1112,584,88,569,61.47,51.17,26.11,2399,1241,51.73,Log College Middle School,730 N Norristown Rd Warminster PA 18974,Warminster,49090; 49150,49090-1; 49150-1,Warminster Twp. District 15; Warminster Twp. District 9
Lower Makefield Township Building | 1100 Edgewood Rd Yardley PA 19067 | Yardley,703,366,605,463,150,352,65.86,58.18,40.98,1674,965,57.65,Lower Makefield Township Building,1100 Edgewood Rd Yardley PA 19067,Yardley,20014,20014-1,Lower Makefield Twp. North 4
Lower Southampton Early Learning Center | 7 School Ln Feasterville Trevose PA 19053 | Feasterville,596,323,684,333,78,308,55.87,45.03,24.15,1603,719,44.85,Lower Southampton Early Learning Center,7 School Ln Feasterville Trevose PA 19053,Feasterville,21011,21011-1,Lower Southampton Twp. East 1
Makefield Elementary School | 1939 Makefield Rd Yardley PA 19067 | Yardley,1330,661,1004,857,259,544,64.44,54.18,39.18,2995,1660,55.43,Makefield Elementary School,1939 Makefield Rd Yardley PA 19067,Yardley,20021; 20023,20021-1; 20023-1,Lower Makefield Twp. South 1; Lower Makefield Twp. South 3
Manor Elementary School | 401 Penn Valley Rd Levittown PA 19054 | Levittown,1213,424,957,689,95,391,56.8,40.86,22.41,2594,1175,45.3,Manor Elementary School,401 Penn Valley Rd Levittown PA 19054,Levittown,13043; 13046; 13047,13043-1; 13046-1; 13047-1,Falls Twp. 4 - 3; Falls Twp. 4 - 6; Falls Twp. 4 - 7
Maple Point Middle School | 2250 Langhorne Yardley Rd Langhorne PA 19047 | Langhorne,1958,800,1895,1252,310,1011,63.94,53.35,38.75,4653,2573,55.3,Maple Point Middle School,2250 Langhorne Yardley Rd Langhorne PA 19047,Langhorne,22260; 22270; 22280,22260-1; 22270-1; 22280-1,Middletown Twp. Upper 6; Middletown Twp. Upper 7; Middletown Twp. Upper 8
"Maple Point Middle School | 2250 Langhorne Yardley Road, Langhorne, PA 19047 | Langhorne",1018,451,1148,622,163,577,61.1,50.26,36.14,2617,1362,52.04,Maple Point Middle School,"2250 Langhorne Yardley Road, Langhorne, PA 19047",Langhorne,22230,22230-1,Middletown Twp. Upper 3
Maureen W. Welch Elementary School | 750 New Rd Churchville PA 18966 | Churchville,1204,647,2084,727,226,1058,60.38,50.77,34.93,3935,2011,51.11,Maureen W. Welch Elementary School,750 New Rd Churchville PA 18966,Churchville,31040; 31080,31040-1; 31080-1,Northampton Twp. District 4; Northampton Twp. District 8
"Merck, Sharpe & Dohme Federal Credit Union | 335 West Butler Avenue, Chalfont, PA 18914 | Chalfont",639,317,796,389,115,473,60.88,59.42,36.28,1752,977,55.76,"Merck, Sharpe & Dohme Federal Credit Union","335 West Butler Avenue, Chalfont, PA 18914",Chalfont,26022,26022-1,New Britain Twp. West 2
Middletown Senior Citizens Association | 2142 Trenton Rd Levittown PA 19056 | Levittown,559,216,467,313,68,220,55.99,47.11,31.48,1242,601,48.39,Middletown Senior Citizens Association,2142 Trenton Rd Levittown PA 19056,Levittown,22080,22080-1,Middletown Twp. Lower 8
Middletown Township Building | 3 Municipal Way Langhorne PA 19047 | Langhorne,1441,549,1266,960,179,725,66.62,57.27,32.6,3256,1864,57.25,Middletown Township Building,3 Municipal Way Langhorne PA 19047,Langhorne,22210; 22290,22210-1; 22290-1,Middletown Twp. Upper 1; Middletown Twp. Upper 9
Milford Township Building | 2100 Krammes Rd Quakertown PA 18951 | Quakertown,775,422,1121,439,112,490,56.65,43.71,26.54,2318,1041,44.91,Milford Township Building,2100 Krammes Rd Quakertown PA 18951,Quakertown,23030,23030-1,Milford Twp. Shelly
Mill Creek Elem School | 6501 Mill Creek Rd Levittown PA 19057 | Levittown,2128,702,1042,813,118,325,38.2,31.19,16.81,3872,1256,32.44,Mill Creek Elem School,6501 Mill Creek Rd Levittown PA 19057,Levittown,05052; 05062; 05072,05052-1; 05062-1; 05072-1,Bristol Twp. 5 - 2; Bristol Twp. 6 - 2; Bristol Twp. 7 - 2
Morrisville High School | 550 W Palmer St Morrisville PA 19067 | Morrisville,792,331,434,469,118,194,59.22,44.7,35.65,1557,781,50.16,Morrisville High School,550 W Palmer St Morrisville PA 19067,Morrisville,24030,24030-1,Morrisville Borough 3rd Ward
Morrisville Library Building | 300 N Pennsylvania Ave Morrisville PA 19067 | Morrisville,777,380,497,362,93,207,46.59,41.65,24.47,1654,662,40.02,Morrisville Library Building,300 N Pennsylvania Ave Morrisville PA 19067,Morrisville,24020,24020-1,Morrisville Borough 2nd Ward
Morrisville Senior Citizens Center | 31 E Cleveland Ave Morrisville PA 19067 | Morrisville,682,287,423,324,85,158,47.51,37.35,29.62,1392,567,40.73,Morrisville Senior Citizens Center,31 E Cleveland Ave Morrisville PA 19067,Morrisville,24010,24010-1,Morrisville Borough 1st Ward
Mumbauersville Rod & Gun Club | 1911 Klines Mill Rd Pennsburg PA 18073 | Pennsburg,315,184,588,201,66,332,63.81,56.46,35.87,1087,599,55.11,Mumbauersville Rod & Gun Club,1911 Klines Mill Rd Pennsburg PA 18073,Pennsburg,23010,23010-1,Milford Twp. Roeder
Neidig Elementary School | 201 N Penrose St Quakertown PA 18951 | Quakertown,537,324,712,278,76,303,51.77,42.56,23.46,1573,657,41.77,Neidig Elementary School,201 N Penrose St Quakertown PA 18951,Quakertown,35030,35030-1,Quakertown Borough 3rd Ward
Neil A. Armstrong Middle School | 475 Wistar Rd Fairless Hills PA 19030 | Fairless Hills,2252,846,1763,1088,202,682,48.31,38.68,23.88,4861,1972,40.57,Neil A. Armstrong Middle School,475 Wistar Rd Fairless Hills PA 19030,Fairless Hills,05091; 05092; 05093,05091-1; 05092-1; 05093-1,Bristol Twp. 9 - 1; Bristol Twp. 9 - 2; Bristol Twp. 9 - 3
Neshaminy High School | 2001 Old Lincoln Hwy Langhorne PA 19047 | Langhorne,1359,570,1498,800,174,810,58.87,54.07,30.53,3427,1784,52.06,Neshaminy High School,2001 Old Lincoln Hwy Langhorne PA 19047,Langhorne,22220; 22240,22220-1; 22240-1,Middletown Twp. Upper 2; Middletown Twp. Upper 4
Neshaminy Senior Center | 1842 Brownsville Rd Feasterville Trevose PA 19053 | Trevose,557,253,727,302,63,344,54.22,47.32,24.9,1537,709,46.13,Neshaminy Senior Center,1842 Brownsville Rd Feasterville Trevose PA 19053,Trevose,21014,21014-1,Lower Southampton Twp. East 4
New Britain Township Building | 207 Park Avenue Chalfont PA 18914 | New Britain,851,423,1051,562,156,609,66.04,57.94,36.88,2325,1327,57.08,New Britain Township Building,207 Park Avenue Chalfont PA 18914,New Britain,26010,26010-1,New Britain Twp. East
New Hope Borough Community Room | 125 New St New Hope PA 18938 | New Hope,1204,541,607,787,214,323,65.37,53.21,39.56,2352,1324,56.29,New Hope Borough Community Room,125 New St New Hope PA 18938,New Hope,27000,27000-1,New Hope Borough
Newportville Fire Company #1 | 2425 New Falls Rd Newportville PA 19056 | Newportville,1099,431,649,441,65,186,40.13,28.66,15.08,2179,692,31.76,Newportville Fire Company #1,2425 New Falls Rd Newportville PA 19056,Newportville,05021; 05022,05021-1; 05022-1,Bristol Twp. 2 - 1; Bristol Twp. 2 - 2
Newtown Fire Station | 14 Liberty St Newtown PA 18940 | Newtown,456,191,346,321,102,224,70.39,64.74,53.4,993,647,65.16,Newtown Fire Station,14 Liberty St Newtown PA 18940,Newtown,28010,28010-1,Newtown Borough 1st Ward
Newtown Grant Homeowners Assoc Rec Center | 360 Eagle Rd Newtown PA 18940 | Newtown,950,515,937,632,217,559,66.53,59.66,42.14,2402,1408,58.62,Newtown Grant Homeowners Assoc Rec Center,360 Eagle Rd Newtown PA 18940,Newtown,29070,29070-1,Newtown Twp. District 7
Newtown Joint Municipal Authority | 15 S Congress St Newtown PA 18940 | Newtown,458,198,432,315,86,272,68.78,62.96,43.43,1088,673,61.86,Newtown Joint Municipal Authority,15 S Congress St Newtown PA 18940,Newtown,28020,28020-1,Newtown Borough 2nd Ward
Newtown Middle School | 116 Richboro Rd Newtown PA 18940 | Newtown,1070,466,894,655,180,482,61.21,53.91,38.63,2430,1317,54.2,Newtown Middle School,116 Richboro Rd Newtown PA 18940,Newtown,29010; 29040,29010-1; 29040-1,Newtown Twp. District 1; Newtown Twp. District 4
Newtown Reformed Church | 206 Buck Road Newtown PA 18940 | Newtown,725,323,641,466,107,325,64.28,50.7,33.13,1689,898,53.17,Newtown Reformed Church,206 Buck Road Newtown PA 18940,Newtown,29050,29050-1,Newtown Twp. District 5
Newtown Township Building | 100 Municipal Dr Newtown PA 18940 | Newtown,1225,623,1135,746,213,555,60.9,48.9,34.19,2983,1514,50.75,Newtown Township Building,100 Municipal Dr Newtown PA 18940,Newtown,29080,29080-1,Newtown Twp. District 8
North and Southampton Reformed Church | 1380 Bristol Rd Churchville PA 18966 | Churchville,611,277,927,368,75,468,60.23,50.49,27.08,1815,911,50.19,North and Southampton Reformed Church,1380 Bristol Rd Churchville PA 18966,Churchville,48012,48012-1,Upper Southampton Twp. East 2
Northampton Township Building | 55 Township Rd Richboro PA 18954 | Richboro,1152,467,1587,672,154,841,58.33,52.99,32.98,3206,1667,52.0,Northampton Township Building,55 Township Rd Richboro PA 18954,Richboro,31150; 31180,31150-1; 31180-1,Northampton Twp. District 15; Northampton Twp. District 18
Northampton Township Fire Company | 283 Hatboro Rd Churchville PA 18966 | Churchville,566,289,931,330,105,529,58.3,56.82,36.33,1786,964,53.98,Northampton Township Fire Company,283 Hatboro Rd Churchville PA 18966,Churchville,31130,31130-1,Northampton Twp. District 13
Ottsville Fire Company | 249 Durham Rd Ottsville PA 18942 | Ottsville,362,186,560,230,72,285,63.54,50.89,38.71,1108,587,52.98,Ottsville Fire Company,249 Durham Rd Ottsville PA 18942,Ottsville,44020,44020-1,Tinicum Twp. Tinicum
Oxford Valley Elementary School | 430 Trenton Rd Fairless Hills PA 19030 | Fairless Hills,919,383,842,465,101,361,50.6,42.87,26.37,2144,927,43.24,Oxford Valley Elementary School,430 Trenton Rd Fairless Hills PA 19030,Fairless Hills,13021; 13031,13021-1; 13031-1,Falls Twp. 2 - 1; Falls Twp. 3 - 1
Palisades High School | 35 Church Hill Rd Kintnersville PA 18930 | Kintnersville,730,483,1556,470,137,729,64.38,46.85,28.36,2769,1336,48.25,Palisades High School,35 Church Hill Rd Kintnersville PA 18930,Kintnersville,30010; 30020,30010-1; 30020-1,Nockamixon Twp. Nockamixon; Nockamixon Twp. Revere
Parkland Fire Company | 831 Avenue D Langhorne PA 19047 | Parkland,889,397,1040,520,124,519,58.49,49.9,31.23,2326,1163,50.0,Parkland Fire Company,831 Avenue D Langhorne PA 19047,Parkland,22010,22010-1,Middletown Twp. Lower 1
Passer Community Center | 2580 Richlandtown Pike Coopersburg PA 18036 | Coopersburg,390,248,694,217,55,347,55.64,50.0,22.18,1332,619,46.47,Passer Community Center,2580 Richlandtown Pike Coopersburg PA 18036,Coopersburg,42030,42030-1,Springfield Twp. West
Penn Valley Elementary School | 180 North Turn Ln Levittown PA 19054 | Levittown,1558,569,1161,797,126,476,51.16,41.0,22.14,3288,1399,42.55,Penn Valley Elementary School,180 North Turn Ln Levittown PA 19054,Levittown,13042; 13044; 13045,13042-1; 13044-1; 13045-1,Falls Twp. 4 - 2; Falls Twp. 4 - 4; Falls Twp. 4 - 5
Penndel Borough Hall | 300 Bellevue Ave Penndel PA 19047 | Penndel,730,300,624,358,72,303,49.04,48.56,24.0,1654,733,44.32,Penndel Borough Hall,300 Bellevue Ave Penndel PA 19047,Penndel,32000,32000-1,Penndel Borough
Pennsbury West High School | 608 S Olds Blvd Fairless Hills PA 19030 | Fairless Hills,2083,807,1553,1123,200,656,53.91,42.24,24.78,4443,1979,44.54,Pennsbury West High School,608 S Olds Blvd Fairless Hills PA 19030,Fairless Hills,13012; 13022; 13032,13012-1; 13022-1; 13032-1,Falls Twp. 1 - 2; Falls Twp. 2 - 2; Falls Twp. 3 - 2
Pennwood Library | 301 S Pine St Langhorne PA 19047 | Langhorne,536,183,419,344,68,240,64.18,57.28,37.16,1138,652,57.29,Pennwood Library,301 S Pine St Langhorne PA 19047,Langhorne,18000,18000-1,Langhorne Borough
Pennwood Middle School | 1523 Makefield Rd Yardley PA 19067 | Yardley,1313,590,927,858,245,452,65.35,48.76,41.53,2830,1555,54.95,Pennwood Middle School,1523 Makefield Rd Yardley PA 19067,Yardley,20022; 20027,20022-1; 20027-1,Lower Makefield Twp. South 2; Lower Makefield Twp. South 7
Perkasie Borough Hall | 620 W Chestnut St Perkasie PA 18944 | Perkasie,754,394,842,451,136,417,59.81,49.52,34.52,1990,1004,50.45,Perkasie Borough Hall,620 W Chestnut St Perkasie PA 18944,Perkasie,33020,33020-1,Perkasie Borough 2nd Ward
Perkasie Fire Company | 100 N 5th St Perkasie PA 18944 | Perkasie,752,374,1000,485,114,544,64.49,54.4,30.48,2126,1143,53.76,Perkasie Fire Company,100 N 5th St Perkasie PA 18944,Perkasie,33010,33010-1,Perkasie Borough 1st Ward
Pine Run Community Building | 777 Ferry Rd Doylestown PA 18901 | Doylestown,505,196,484,376,91,303,74.46,62.6,46.43,1185,770,64.98,Pine Run Community Building,777 Ferry Rd Doylestown PA 18901,Doylestown,09020,09020-1,Doylestown Twp. District 2
Plumsteadville Firehouse | 5064 Stump Rd Plumsteadville PA 18949 | Plumsteadville,727,418,990,481,170,569,66.16,57.47,40.67,2135,1220,57.14,Plumsteadville Firehouse,5064 Stump Rd Plumsteadville PA 18949,Plumsteadville,34020,34020-1,Plumstead Twp. District 2
Point Pleasant Fire Company | 6500 Point Pleasant Pike Point Pleasant PA 18950 | Point Pleasant,648,344,914,452,147,557,69.75,60.94,42.73,1906,1156,60.65,Point Pleasant Fire Company,6500 Point Pleasant Pike Point Pleasant PA 18950,Point Pleasant,34010,34010-1,Plumstead Twp. District 1
Poquessing Middle School | 300 Heights Ln Feasterville-Trevose PA 19053 | Feasterville,494,234,546,248,49,214,50.2,39.19,20.94,1274,511,40.11,Poquessing Middle School,300 Heights Ln Feasterville-Trevose PA 19053,Feasterville,21023,21023-1,Lower Southampton Twp. West 3
Quakertown Elementary School | 123 S 7th St Quakertown PA 18951 | Quakertown,377,219,461,181,41,196,48.01,42.52,18.72,1057,418,39.55,Quakertown Elementary School,123 S 7th St Quakertown PA 18951,Quakertown,35040,35040-1,Quakertown Borough 4th Ward
Quakertown United Methodist | 1875 Freier Rd Quakertown PA 18951 | Quakertown,861,510,1499,503,145,729,58.42,48.63,28.43,2870,1377,47.98,Quakertown United Methodist,1875 Freier Rd Quakertown PA 18951,Quakertown,23040,23040-1,Milford Twp. Trumbauersville
"Richboro Elementary School | 125 Upper Holland Road, Richboro, PA 18954 | Richboro",1102,471,1694,701,152,893,63.61,52.72,32.27,3267,1746,53.44,Richboro Elementary School,"125 Upper Holland Road, Richboro, PA 18954",Richboro,31070; 31120,31070-1; 31120-1,Northampton Twp. District 12; Northampton Twp. District 7
Richland Elementary School | 500 Fairview Ave Quakertown PA 18951 | Quakertown,1267,692,1842,679,171,780,53.59,42.35,24.71,3801,1630,42.88,Richland Elementary School,500 Fairview Ave Quakertown PA 18951,Quakertown,36010,36010-1,Richland Twp. District 1
Richland Township Building | 1328 California Rd Quakertown PA 18951 | Quakertown,641,364,1097,341,93,494,53.2,45.03,25.55,2102,928,44.15,Richland Township Building,1328 California Rd Quakertown PA 18951,Quakertown,36020,36020-1,Richland Twp. District 2
Riegelsville Borough Hall | 615 Easton Rd Riegelsville PA 18077 | Riegelsville,294,133,277,196,50,146,66.67,52.71,37.59,704,392,55.68,Riegelsville Borough Hall,615 Easton Rd Riegelsville PA 18077,Riegelsville,38000,38000-1,Riegelsville Borough
Robert Shafer Middle School | 3333 Hulmeville Rd Bensalem PA 19020 | Bensalem,1735,710,1441,733,163,661,42.25,45.87,22.96,3886,1557,40.07,Robert Shafer Middle School,3333 Hulmeville Rd Bensalem PA 19020,Bensalem,02012; 02013,02012-1; 02013-1,Bensalem Twp. Lower East 2; Bensalem Twp. Lower East 3
Rolling Hills Elementary School | 340 Middle Holland Rd Holland PA 18966 | Holland,946,388,1090,564,152,550,59.62,50.46,39.18,2424,1266,52.23,Rolling Hills Elementary School,340 Middle Holland Rd Holland PA 18966,Holland,31100; 31170,31100-1; 31170-1,Northampton Twp. District 10; Northampton Twp. District 17
Russell C. Struble Elementary School | 4300 Bensalem Blvd Bensalem PA 19020 | Bensalem,1816,679,1555,828,176,736,45.59,47.33,25.92,4050,1740,42.96,Russell C. Struble Elementary School,4300 Bensalem Blvd Bensalem PA 19020,Bensalem,02011; 02017,02011-1; 02017-1,Bensalem Twp. Lower East 1; Bensalem Twp. Lower East 7
Russell Elliot Recreation Field Building | 150 Buck Rd Feasterville -Trevose PA 19053 | Feasterville,279,118,453,159,39,237,56.99,52.32,33.05,850,435,51.18,Russell Elliot Recreation Field Building,150 Buck Rd Feasterville -Trevose PA 19053,Feasterville,21022,21022-1,Lower Southampton Twp. West 2
Salem Harbor Apts. | 463 Old Bridge Rd Bensalem PA 19020 | Bensalem,691,262,587,329,64,228,47.61,38.84,24.43,1540,621,40.32,Salem Harbor Apts.,463 Old Bridge Rd Bensalem PA 19020,Bensalem,02030,02030-1,Bensalem Twp. Lower West
Salem United Church of Christ | 186 E Court St Doylestown PA 18901 | Doylestown,568,210,295,396,72,165,69.72,55.93,34.29,1073,633,58.99,Salem United Church of Christ,186 E Court St Doylestown PA 18901,Doylestown,08012,08012-1,Doylestown Borough 1 - 2
Samuel K. Faust Elementary School | 2901 Bellview Dr Bensalem PA 19020 | Bensalem,1205,507,1009,471,100,420,39.09,41.63,19.72,2721,991,36.42,Samuel K. Faust Elementary School,2901 Bellview Dr Bensalem PA 19020,Bensalem,02052; 02055,02052-1; 02055-1,Bensalem Twp. Upper 2; Bensalem Twp. Upper 5
Sandburg Middle School | 30 Harmony Rd Levittown PA 19056 | Levittown,844,400,797,431,103,389,51.07,48.81,25.75,2041,923,45.22,Sandburg Middle School,30 Harmony Rd Levittown PA 19056,Levittown,22070; 22110,22070-1; 22110-1,Middletown Twp. Lower 11; Middletown Twp. Lower 7
Sarah Mitchell Comm. Cent. | 1500 Desire Ave Feasterville Trevose PA 19053 | Feasterville,369,186,582,185,49,278,50.14,47.77,26.34,1137,512,45.03,Sarah Mitchell Comm. Cent.,1500 Desire Ave Feasterville Trevose PA 19053,Feasterville,21012,21012-1,Lower Southampton Twp. East 2
Scottsville United Methodist Church | 2400 Brownsville Rd Langhorne PA 19053 | Langhorne,481,170,645,270,42,350,56.13,54.26,24.71,1296,662,51.08,Scottsville United Methodist Church,2400 Brownsville Rd Langhorne PA 19053,Langhorne,21015,21015-1,Lower Southampton Twp. East 5
Sellersville Fire Department | 2 N Main St Sellersville PA 18960 | Sellersville,1052,534,1163,595,141,533,56.56,45.83,26.4,2749,1269,46.16,Sellersville Fire Department,2 N Main St Sellersville PA 18960,Sellersville,39010; 39030,39010-1; 39030-1,Sellersville Borough District 1; Sellersville Borough District 3
Seventh-Day Adventist Church | 10 Greene Rd Warminster PA 18974 | Warminster,594,251,745,329,73,365,55.39,48.99,29.08,1590,767,48.24,Seventh-Day Adventist Church,10 Greene Rd Warminster PA 18974,Warminster,49070,49070-1,Warminster Twp. District 7
Silverdale Brethren in Christ Church | 167 W Main St Silverdale PA 18962 | Silverdale,195,100,329,121,40,190,62.05,57.75,40.0,624,351,56.25,Silverdale Brethren in Christ Church,167 W Main St Silverdale PA 18962,Silverdale,40000,40000-1,Silverdale Borough
